"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"flask.globals._FakeStack.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"flask.globals.__getattr__","False","35","35","1","35","1.0","-1","-1","-1","-1"
"flask.signals.__getattr__","False","20","20","1","20","1.0","-1","-1","-1","-1"
"flask.cli.CertParamType.__init__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"flask.cli.with_appcontext","False","16","0","1","16","1.0","-1","-1","-1","-1"
"flask.cli.FlaskGroup.__init__","False","14","0","1","14","1.0","-1","-1","-1","-1"
"flask.scaffold.setupmethod","False","43","0","1","43","1.0","-1","-1","-1","-1"
"flask.json.tag.TaggedJSONSerializer.__init__","False","14","0","1","14","1.0","-1","-1","-1","-1"
"flask.json.tag.TaggedJSONSerializer.register","False","117","1","4","86","0.74","28","0.24","3","0.03"
"flask.json.tag.JSONTag.__init__","False","118","0","1","118","1.0","-1","-1","-1","-1"
"flask.config.ConfigAttribute.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"flask.__getattr__","False","48","48","1","48","1.0","-1","-1","-1","-1"
"flask.app.Flask.__init__","False","449","3","5","441","0.98","4","0.01","4","0.01"
"flask.scaffold.Scaffold.__init__","False","538","0","2","318","0.59","220","0.41","-1","-1"
"flask.scaffold.find_package","False","447","0","2","441","0.99","6","0.01","-1","-1"
"flask.scaffold._find_package_path","False","447","346","4","345","0.77","96","0.21","6","0.01"
"flask.scaffold._path_is_relative_to","False","448","441","2","441","0.98","7","0.02","-1","-1"
"flask.helpers.get_debug_flag","False","483","0","1","483","1.0","-1","-1","-1","-1"
"flask.config.Config.__init__","False","448","0","1","448","1.0","-1","-1","-1","-1"
"flask.json.provider.JSONProvider.__init__","False","449","0","1","449","1.0","-1","-1","-1","-1"
"flask.app.Flask._check_setup_finished","False","1341","1","2","1340","1.0","1","0.0","-1","-1"
"flask.app.Flask.add_url_rule","False","839","2","13","518","0.62","240","0.29","81","0.1"
"flask.scaffold.Scaffold.route","False","329","0","1","329","1.0","-1","-1","-1","-1"
"flask.scaffold._endpoint_from_view_func","False","364","0","1","364","1.0","-1","-1","-1","-1"
"flask.app.Flask.app_context","False","552","0","1","552","1.0","-1","-1","-1","-1"
"flask.ctx.AppContext.__init__","False","552","0","1","552","1.0","-1","-1","-1","-1"
"flask.app.Flask.create_url_adapter","False","1043","1","4","517","0.5","474","0.45","52","0.05"
"flask.ctx.AppContext.__enter__","False","86","0","1","86","1.0","-1","-1","-1","-1"
"flask.ctx.AppContext.push","False","588","0","1","588","1.0","-1","-1","-1","-1"
"flask.helpers.url_for","False","43","6","2","42","0.98","1","0.02","-1","-1"
"flask.app.Flask.url_for","False","42","7","8","23","0.55","8","0.19","11","0.26"
"flask.app.Flask.inject_url_defaults","False","41","0","4","29","0.71","5","0.12","7","0.17"
"flask.ctx.AppContext.__exit__","False","86","0","1","86","1.0","-1","-1","-1","-1"
"flask.ctx.AppContext.pop","False","588","0","2","580","0.99","8","0.01","-1","-1"
"flask.app.Flask.do_teardown_appcontext","False","580","0","2","573","0.99","7","0.01","-1","-1"
"flask.app.Flask.test_request_context","False","66","0","1","66","1.0","-1","-1","-1","-1"
"flask.testing.EnvironBuilder.__init__","False","490","0","5","457","0.93","22","0.04","11","0.02"
"flask.app.Flask.request_context","False","491","0","1","491","1.0","-1","-1","-1","-1"
"flask.ctx.RequestContext.__init__","False","491","1","2","490","1.0","1","0.0","-1","-1"
"flask.ctx.RequestContext.__enter__","False","108","0","1","108","1.0","-1","-1","-1","-1"
"flask.ctx.RequestContext.push","False","534","1","7","389","0.73","81","0.15","64","0.12"
"flask.sessions.SecureCookieSessionInterface.open_session","False","491","0","3","371","0.76","82","0.17","38","0.08"
"flask.sessions.SecureCookieSessionInterface.get_signing_serializer","False","534","0","2","452","0.85","82","0.15","-1","-1"
"flask.config.ConfigAttribute.__get__","False","1075","0","2","1024","0.95","51","0.05","-1","-1"
"flask.json.tag.TaggedJSONSerializer.dumps","False","506","0","1","506","1.0","-1","-1","-1","-1"
"flask.json.tag.TaggedJSONSerializer.tag","False","639","0","2","541","0.85","98","0.15","-1","-1"
"flask.json.tag.TagDict.check","False","639","0","3","472","0.74","137","0.21","30","0.05"
"flask.json.tag.PassDict.check","False","635","0","1","635","1.0","-1","-1","-1","-1"
"flask.json.tag.PassDict.to_json","False","498","0","1","498","1.0","-1","-1","-1","-1"
"flask.json.dumps","False","514","0","2","496","0.96","18","0.04","-1","-1"
"flask.json.provider.DefaultJSONProvider.dumps","False","530","0","1","530","1.0","-1","-1","-1","-1"
"flask.sessions.SessionInterface.get_cookie_name","False","751","0","1","751","1.0","-1","-1","-1","-1"
"flask.sessions.SecureCookieSession.__init__","False","491","0","1","491","1.0","-1","-1","-1","-1"
"flask.ctx.RequestContext.match_request","False","533","83","2","450","0.84","83","0.16","-1","-1"
"flask.ctx.RequestContext.__exit__","False","108","1","1","108","1.0","-1","-1","-1","-1"
"flask.ctx.RequestContext.pop","False","534","1","5","498","0.93","24","0.04","12","0.02"
"flask.app.Flask.do_teardown_request","False","526","1","3","512","0.97","13","0.02","1","0.0"
"flask.app.Flask.teardown_appcontext","False","7","0","1","7","1.0","-1","-1","-1","-1"
"flask.app.Flask.ensure_sync","False","555","0","2","535","0.96","20","0.04","-1","-1"
"flask.app.Flask.test_client","False","246","0","1","246","1.0","-1","-1","-1","-1"
"flask.testing.FlaskClient.__init__","False","246","0","1","246","1.0","-1","-1","-1","-1"
"flask.scaffold.Scaffold.errorhandler","False","52","0","1","52","1.0","-1","-1","-1","-1"
"flask.scaffold.Scaffold.register_error_handler","False","56","3","2","53","0.95","3","0.05","-1","-1"
"flask.testing.FlaskClient.open","False","423","18","7","365","0.86","33","0.08","25","0.06"
"flask.testing.FlaskClient._copy_environ","False","423","0","2","386","0.91","37","0.09","-1","-1"
"flask.app.Flask.__call__","False","423","18","1","423","1.0","-1","-1","-1","-1"
"flask.app.Flask.wsgi_app","False","423","36","8","353","0.83","34","0.08","36","0.09"
"flask.app.Flask.full_dispatch_request","False","424","120","7","310","0.73","84","0.2","30","0.07"
"flask.app.Flask.preprocess_request","False","424","2","5","402","0.95","12","0.03","10","0.02"
"flask.app.Flask.dispatch_request","False","421","111","4","368","0.87","33","0.08","20","0.05"
"flask.app.Flask.handle_user_exception","False","112","0","5","69","0.62","25","0.22","18","0.16"
"flask.app.Flask._find_error_handler","False","127","0","4","65","0.51","50","0.39","12","0.09"
"flask.json.jsonify","False","23","1","1","23","1.0","-1","-1","-1","-1"
"flask.json.provider.DefaultJSONProvider.response","False","27","1","3","24","0.89","2","0.07","1","0.04"
"flask.json.provider.JSONProvider._prepare_response_obj","False","27","1","3","20","0.74","6","0.22","1","0.04"
"flask.app.Flask.finalize_request","False","414","9","4","405","0.98","5","0.01","4","0.01"
"flask.app.Flask.make_response","False","423","5","14","279","0.66","52","0.12","92","0.22"
"flask.app.Flask.process_response","False","409","4","7","331","0.81","61","0.15","17","0.04"
"flask.sessions.SessionInterface.is_null_session","False","411","0","1","411","1.0","-1","-1","-1","-1"
"flask.sessions.SecureCookieSessionInterface.save_session","False","346","1","8","281","0.81","41","0.12","24","0.07"
"flask.sessions.SessionInterface.get_cookie_domain","False","346","0","1","346","1.0","-1","-1","-1","-1"
"flask.sessions.SessionInterface.get_cookie_path","False","346","0","1","346","1.0","-1","-1","-1","-1"
"flask.sessions.SessionInterface.get_cookie_secure","False","346","0","1","346","1.0","-1","-1","-1","-1"
"flask.sessions.SessionInterface.get_cookie_samesite","False","346","0","1","346","1.0","-1","-1","-1","-1"
"flask.sessions.SessionInterface.get_cookie_httponly","False","346","0","1","346","1.0","-1","-1","-1","-1"
"flask.app.Flask.handle_exception","False","35","0","5","15","0.43","8","0.23","12","0.34"
"flask.app.Flask.should_ignore_error","False","36","0","1","36","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.get","False","5","0","1","5","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.__contains__","False","4","0","1","4","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.__setattr__","False","18","0","1","18","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.setdefault","False","14","0","1","14","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.pop","False","3","1","2","2","0.67","1","0.33","-1","-1"
"flask.ctx._AppCtxGlobals.__iter__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"flask.ctx._AppCtxGlobals.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"flask.templating.render_template_string","False","11","0","1","11","1.0","-1","-1","-1","-1"
"flask.app.Flask.create_jinja_environment","False","113","0","2","109","0.96","4","0.04","-1","-1"
"flask.templating.Environment.__init__","False","226","0","2","113","0.5","113","0.5","-1","-1"
"flask.app.Flask.create_global_jinja_loader","False","112","0","1","112","1.0","-1","-1","-1","-1"
