"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"six._SixMetaPathImporter.__init__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"six.MovedAttribute.__init__","False","93","0","3","74","0.8","15","0.16","4","0.04"
"six._LazyDescr.__init__","False","143","0","1","143","1.0","-1","-1","-1","-1"
"six.MovedModule.__init__","False","50","0","2","42","0.84","8","0.16","-1","-1"
"six._SixMetaPathImporter._add_module","False","53","0","1","53","1.0","-1","-1","-1","-1"
"six._LazyModule.__init__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"six._SixMetaPathImporter._get_module","False","5","0","1","5","1.0","-1","-1","-1","-1"
"six._add_doc","False","9","0","1","9","1.0","-1","-1","-1","-1"
"six._LazyDescr.__get__","False","136","1","2","135","0.99","1","0.01","-1","-1"
"six.MovedModule._resolve","False","129","1","1","129","1.0","-1","-1","-1","-1"
"six._import_module","False","219","1","2","218","1.0","1","0.0","-1","-1"
"six._SixMetaPathImporter.find_spec","False","52","0","2","47","0.9","5","0.1","-1","-1"
"six.u","False","14","0","1","14","1.0","-1","-1","-1","-1"
"six.b","False","14","0","1","14","1.0","-1","-1","-1","-1"
"six.MovedAttribute._resolve","False","89","0","1","89","1.0","-1","-1","-1","-1"
"six._LazyModule.__dir__","False","133","0","1","133","1.0","-1","-1","-1","-1"
"six._SixMetaPathImporter.is_package","False","47","0","1","47","1.0","-1","-1","-1","-1"
"six._SixMetaPathImporter.create_module","False","47","0","1","47","1.0","-1","-1","-1","-1"
"six._SixMetaPathImporter.load_module","False","47","47","2","41","0.87","6","0.13","-1","-1"
"six._SixMetaPathImporter.exec_module","False","47","0","1","47","1.0","-1","-1","-1","-1"
"six.MovedModule.__getattr__","False","41","40","2","40","0.98","1","0.02","-1","-1"
"six.add_move","False","4","0","1","4","1.0","-1","-1","-1","-1"
"six.remove_move","False","5","3","3","2","0.4","2","0.4","1","0.2"
"six.get_unbound_function","False","1","0","1","1","1.0","-1","-1","-1","-1"
"six.iterkeys","False","2","0","1","2","1.0","-1","-1","-1","-1"
"six.itervalues","False","2","0","1","2","1.0","-1","-1","-1","-1"
"six.iteritems","False","2","0","1","2","1.0","-1","-1","-1","-1"
"six.iterlists","False","2","0","1","2","1.0","-1","-1","-1","-1"
"six.reraise","False","4","4","3","2","0.5","1","0.25","1","0.25"
"six.with_metaclass","False","10","0","1","10","1.0","-1","-1","-1","-1"
"six.add_metaclass","False","9","0","1","9","1.0","-1","-1","-1","-1"
"six.python_2_unicode_compatible","False","1","0","1","1","1.0","-1","-1","-1","-1"
