"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"ftplib.FTP.__init__","False","106","1","3","102","0.96","3","0.03","1","0.01"
"ftplib.FTP.connect","False","106","1","5","97","0.92","5","0.05","4","0.04"
"ftplib.FTP.getresp","False","716","14","5","702","0.98","6","0.01","8","0.01"
"ftplib.FTP.getmultiline","False","718","2","2","716","1.0","2","0.0","-1","-1"
"ftplib.FTP.getline","False","718","2","2","716","1.0","2","0.0","-1","-1"
"ftplib.FTP.abort","False","1","0","1","1","1.0","-1","-1","-1","-1"
"ftplib.FTP.close","False","111","0","2","105","0.95","6","0.05","-1","-1"
"ftplib.FTP.acct","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.voidcmd","False","212","6","1","212","1.0","-1","-1","-1","-1"
"ftplib.FTP.putcmd","False","528","6","1","528","1.0","-1","-1","-1","-1"
"ftplib.FTP.putline","False","528","6","2","522","0.99","6","0.01","-1","-1"
"ftplib.FTP.voidresp","False","301","6","3","295","0.98","4","0.01","2","0.01"
"ftplib.FTP.cwd","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.delete","False","4","2","2","2","0.5","2","0.5","-1","-1"
"ftplib.FTP.sendcmd","False","316","18","2","310","0.98","6","0.02","-1","-1"
"ftplib.FTP.dir","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.retrlines","False","54","2","5","24","0.44","24","0.44","6","0.11"
"ftplib.FTP.transfercmd","False","98","0","1","98","1.0","-1","-1","-1","-1"
"ftplib.FTP.ntransfercmd","False","98","0","3","87","0.89","10","0.1","1","0.01"
"ftplib.FTP.makepasv","False","104","0","3","100","0.96","2","0.02","2","0.02"
"ftplib.parse227","False","102","0","2","101","0.99","1","0.01","-1","-1"
"ftplib.FTP.retrbinary","False","14","0","2","8","0.57","6","0.43","-1","-1"
"ftplib.FTP.storbinary","False","16","0","4","5","0.31","5","0.31","6","0.38"
"ftplib.FTP.mkd","False","6","0","1","6","1.0","-1","-1","-1","-1"
"ftplib.parse257","False","22","2","4","12","0.55","4","0.18","6","0.27"
"ftplib.FTP.getwelcome","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.login","False","5","0","1","5","1.0","-1","-1","-1","-1"
"ftplib.FTP.makeport","False","4","0","2","2","0.5","2","0.5","-1","-1"
"ftplib.FTP.sendport","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.mlsd","True","40","28","4","32","0.8","4","0.1","4","0.1"
"ftplib.FTP.nlst","False","4","0","1","4","1.0","-1","-1","-1","-1"
"ftplib.FTP.pwd","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.quit","False","15","2","2","13","0.87","2","0.13","-1","-1"
"ftplib.FTP.rename","False","4","2","2","2","0.5","2","0.5","-1","-1"
"ftplib.FTP.rmd","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.sanitize","False","6","0","2","4","0.67","2","0.33","-1","-1"
"ftplib.FTP.set_pasv","False","6","0","1","6","1.0","-1","-1","-1","-1"
"ftplib.FTP.size","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.storlines","False","8","4","6","2","0.25","2","0.25","4","0.5"
"ftplib.FTP.__enter__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"ftplib.FTP.__exit__","False","6","2","3","2","0.33","2","0.33","2","0.33"
"ftplib.parse229","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP.sendeprt","False","2","0","1","2","1.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.__init__","False","50","3","4","46","0.92","2","0.04","2","0.04"
"ftplib.FTP_TLS.auth","False","46","1","2","45","0.98","1","0.02","-1","-1"
"ftplib.FTP_TLS.ccc","False","2","1","2","1","0.5","1","0.5","-1","-1"
"ftplib.FTP_TLS.login","False","4","0","2","2","0.5","2","0.5","-1","-1"
"ftplib.FTP_TLS.prot_p","False","42","0","1","42","1.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.ntransfercmd","False","50","0","2","48","0.96","2","0.04","-1","-1"
"ftplib.FTP_TLS.prot_c","False","1","0","1","1","1.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.abort","False","1","0","1","1","1.0","-1","-1","-1","-1"
