"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"dateutil.rrule._iterinfo.stimeset","False","9882","0","1","9882","1.0","-1","-1","-1","-1"
"dateutil.rrule._rrulestr.__call__","False","358","7","1","358","1.0","-1","-1","-1","-1"
"dateutil.rrule._rrulestr._parse_rfc","False","358","7","14","246","0.69","90","0.25","22","0.06"
"dateutil.rrule._rrulestr._parse_date_value","False","373","2","9","348","0.93","10","0.03","15","0.04"
"dateutil.rrule._rrulestr._parse_rfc_rrule","False","357","4","3","353","0.99","3","0.01","1","0.0"
"dateutil.rrule._rrulestr._handle_FREQ","False","357","0","1","357","1.0","-1","-1","-1","-1"
"dateutil.rrule._rrulestr._handle_int","False","274","0","1","274","1.0","-1","-1","-1","-1"
"dateutil.rrule.rrule.__str__","False","231","0","8","132","0.57","67","0.29","32","0.14"
"dateutil.rrule._rrulestr._handle_BYWEEKDAY","False","186","2","4","101","0.54","83","0.45","2","0.01"
"dateutil.rrule.rruleset.__init__","False","126","0","1","126","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset.rrule","False","135","0","1","135","1.0","-1","-1","-1","-1"
"dateutil.rrule._rrulestr._handle_UNTIL","False","5","1","2","4","0.8","1","0.2","-1","-1"
"dateutil.rrule._rrulestr._handle_int_list","False","362","0","1","362","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset._iter","True","307","192","7","192","0.63","76","0.25","39","0.13"
"dateutil.rrule.rruleset._genitem.__init__","False","371","133","2","238","0.64","133","0.36","-1","-1"
"dateutil.rrule.rruleset._genitem.__lt__","False","284","0","1","284","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset._genitem.__next__","False","1370","147","2","1223","0.89","147","0.11","-1","-1"
"dateutil.rrule.rruleset.rdate","False","120","0","1","120","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset.exdate","False","30","0","1","30","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset._genitem.__ne__","False","106","0","1","106","1.0","-1","-1","-1","-1"
"dateutil.rrule.rruleset.exrule","False","7","0","1","7","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzfile.dst","False","12","0","3","7","0.58","3","0.25","2","0.17"
"dateutil.tz._common.tzrangebase.dst","False","34","0","2","18","0.53","16","0.47","-1","-1"
"dateutil.rrule._iterinfo.wdayset","False","8731","0","1","8731","1.0","-1","-1","-1","-1"
"dateutil.rrule._rrulestr._handle_WKST","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.rrule.rrulebase.xafter","True","2","0","2","1","0.5","1","0.5","-1","-1"
"dateutil.rrule.rrulebase.xafter.<locals>.<lambda>","False","39","0","2","20","0.51","19","0.49","-1","-1"
"dateutil.__dir__","False","7","0","1","7","1.0","-1","-1","-1","-1"
"dateutil._common.weekday.__eq__","False","9","2","3","4","0.44","3","0.33","2","0.22"
"dateutil._common.weekday.__ne__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.datetime_ambiguous","False","57","7","7","39","0.68","5","0.09","13","0.23"
"dateutil.tz.tz.tzutc.is_ambiguous","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzutc.__ne__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzoffset.is_ambiguous","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzoffset.__ne__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzoffset.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzlocal.__eq__","False","40","0","7","10","0.25","8","0.2","22","0.55"
"dateutil.tz.tz.tzlocal.__ne__","False","19","0","1","19","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzfile.__eq__","False","19","0","2","15","0.79","4","0.21","-1","-1"
"dateutil.tz.tz.tzlocal.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzlocal.dst","False","48","0","3","27","0.56","20","0.42","1","0.02"
"dateutil.tz._common._tzinfo.fromutc","False","34","0","1","34","1.0","-1","-1","-1","-1"
"dateutil.tz._common._tzinfo._fromutc","False","34","0","1","34","1.0","-1","-1","-1","-1"
"dateutil.tz._common._tzinfo._fold_status","False","34","0","2","18","0.53","16","0.47","-1","-1"
"dateutil.tz.tz._ttinfo.__eq__","False","2493","0","1","2493","1.0","-1","-1","-1","-1"
"dateutil.zoneinfo.get_zonefile_instance","False","44","0","3","42","0.95","1","0.02","1","0.02"
"dateutil.zoneinfo.getzoneinfofile_stream","False","3","0","1","3","1.0","-1","-1","-1","-1"
"dateutil.zoneinfo.ZoneInfoFile.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"dateutil.zoneinfo.ZoneInfoFile.get","False","39","0","1","39","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.__get_gettz.<locals>.GettzFunc.cache_clear","False","3","0","1","3","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.__get_gettz.<locals>.GettzFunc.set_cache_size","False","3","0","2","2","0.67","1","0.33","-1","-1"
"dateutil.tz.tz.tzfile.__reduce_ex__","False","12","0","1","12","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._ttinfo.__getstate__","False","50","0","1","50","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._ttinfo.__setstate__","False","50","0","1","50","1.0","-1","-1","-1","-1"
"dateutil.zoneinfo.gettz","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.zoneinfo.gettz_db_metadata","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzfile.__ne__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"dateutil.tz._common.tzrangebase.is_ambiguous","False","136","0","1","136","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzrange.transitions","False","319","0","2","316","0.99","3","0.01","-1","-1"
"dateutil.tz._common.tzrangebase.fromutc","False","37","0","3","22","0.59","12","0.32","3","0.08"
"dateutil.tz._common.tzrangebase.utcoffset","False","77","0","3","40","0.52","36","0.47","1","0.01"
"dateutil.tz._common.tzrangebase._naive_isdst","False","180","0","2","152","0.84","28","0.16","-1","-1"
"dateutil.tz.tz.tzrange.__eq__","False","47","0","7","30","0.64","6","0.13","11","0.23"
"dateutil.tz._common.tzrangebase.__ne__","False","14","0","1","14","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzstr.__repr__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzical.__init__","False","40","4","1","40","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzical._parse_rfc","False","40","4","5","32","0.8","3","0.07","5","0.12"
"dateutil.tz.tz.tzical._parse_offset","False","180","0","1","180","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._tzicalvtzcomp.__init__","False","90","0","1","90","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._tzicalvtz.__init__","False","45","0","1","45","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzical.get","False","39","1","3","26","0.67","12","0.31","1","0.03"
"dateutil.tz._common._tzinfo.is_ambiguous","False","23","0","1","23","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._tzicalvtz.utcoffset","False","106","0","1","106","1.0","-1","-1","-1","-1"
"dateutil.tz.tz._tzicalvtz._find_comp","False","185","107","2","107","0.58","78","0.42","-1","-1"
"dateutil.tz.tz._tzicalvtz._find_compdt","False","214","0","2","177","0.83","37","0.17","-1","-1"
"dateutil.tz.tz._tzicalvtz.dst","False","58","0","2","31","0.53","27","0.47","-1","-1"
"dateutil.tz.tz._tzicalvtz.tzname","False","21","0","1","21","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzical.keys","False","2","0","1","2","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzical.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.tz.tz.resolve_imaginary","False","23","0","2","15","0.65","8","0.35","-1","-1"
"dateutil.tz.tz.tzoffset.fromutc","False","1","0","1","1","1.0","-1","-1","-1","-1"
"dateutil.utils.today","False","3","0","1","3","1.0","-1","-1","-1","-1"
"dateutil.utils.default_tzinfo","False","2","0","2","1","0.5","1","0.5","-1","-1"
"dateutil.utils.within_delta","False","3","0","1","3","1.0","-1","-1","-1","-1"
