"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"email._encoded_words.len_q","False","435","0","1","435","1.0","-1","-1","-1","-1"
"email._encoded_words._QByteMap.__missing__","False","82","0","2","43","0.52","39","0.48","-1","-1"
"email._encoded_words.len_b","False","435","0","1","435","1.0","-1","-1","-1","-1"
"email._encoded_words.encode_b","False","47","0","1","47","1.0","-1","-1","-1","-1"
"email._encoded_words.encode_q","False","395","0","1","395","1.0","-1","-1","-1","-1"
"email._header_value_parser.get_cfws","False","3308","0","3","3112","0.94","133","0.04","63","0.02"
"email._header_value_parser.get_quoted_string","False","2498","1","5","2400","0.96","88","0.04","10","0.0"
"email._header_value_parser.get_bare_quoted_string","False","2513","3","10","2333","0.93","139","0.06","41","0.02"
"email._header_value_parser.get_qcontent","False","2742","0","1","2742","1.0","-1","-1","-1","-1"
"email._header_value_parser._get_ptext_to_endchars","False","3052","0","8","2672","0.88","314","0.1","66","0.02"
"email.errors.HeaderDefect.__init__","False","552","0","1","552","1.0","-1","-1","-1","-1"
"email._header_value_parser.TokenList.fold","False","455","3","1","455","1.0","-1","-1","-1","-1"
"email._header_value_parser._refold_parse_tree","False","455","95","30","288","0.63","29","0.06","138","0.3"
"email._header_value_parser.BareQuotedString.__str__","False","271","0","1","271","1.0","-1","-1","-1","-1"
"email._header_value_parser.quote_string","False","3573","0","1","3573","1.0","-1","-1","-1","-1"
"email._header_value_parser._steal_trailing_WSP_if_exists","False","417","0","2","249","0.6","168","0.4","-1","-1"
"email._header_value_parser.TokenList.startswith_fws","False","136","0","1","136","1.0","-1","-1","-1","-1"
"email._header_value_parser.WhiteSpaceTerminal.startswith_fws","False","44","0","1","44","1.0","-1","-1","-1","-1"
"email._header_value_parser.TokenList.ppstr","False","13","0","1","13","1.0","-1","-1","-1","-1"
"email._header_value_parser.TokenList._pp","True","193","0","1","193","1.0","-1","-1","-1","-1"
"email._header_value_parser.Terminal._pp","False","246","0","1","246","1.0","-1","-1","-1","-1"
"email._header_value_parser._fold_as_ew","False","192","3","9","100","0.52","67","0.35","25","0.13"
"email._header_value_parser.get_encoded_word","False","189","7","16","67","0.35","64","0.34","58","0.31"
"email._header_value_parser.parse_content_disposition_header","False","201","1","5","177","0.88","20","0.1","4","0.02"
"email._header_value_parser.get_token","False","9191","4","6","9181","1.0","4","0.0","6","0.0"
"email._header_value_parser.get_ttext","False","9188","1","2","9187","1.0","1","0.0","-1","-1"
"email._header_value_parser.parse_mime_parameters","False","2261","0","4","1959","0.87","232","0.1","70","0.03"
"email._header_value_parser.get_parameter","False","2645","24","19","2568","0.97","17","0.01","60","0.02"
"email._header_value_parser.get_attribute","False","2645","0","3","2632","1.0","12","0.0","1","0.0"
"email._header_value_parser.get_attrtext","False","2656","0","1","2656","1.0","-1","-1","-1","-1"
"email._header_value_parser.get_value","False","2665","0","2","2300","0.86","365","0.14","-1","-1"
"email._header_value_parser.MimeParameters.__str__","False","2356","0","3","2333","0.99","20","0.01","3","0.0"
"email._header_value_parser._fold_mime_parameters","False","18","7","9","4","0.22","3","0.17","11","0.61"
"email._header_value_parser.get_comment","False","235","2","10","175","0.74","34","0.14","26","0.11"
"email._header_value_parser.get_qp_ctext","False","287","0","1","287","1.0","-1","-1","-1","-1"
"email._header_value_parser.Comment.__str__","False","215","0","1","215","1.0","-1","-1","-1","-1"
"email._header_value_parser.Comment.quote","False","329","0","2","308","0.94","21","0.06","-1","-1"
"email._header_value_parser.get_obs_local_part","False","31","3","10","13","0.42","6","0.19","12","0.39"
"email._header_value_parser.get_domain_literal","False","11","3","7","4","0.36","2","0.18","5","0.45"
"email._header_value_parser._check_for_early_dl_end","False","27","0","1","27","1.0","-1","-1","-1","-1"
"email._header_value_parser.get_dtext","False","23","0","2","22","0.96","1","0.04","-1","-1"
"email._header_value_parser.get_group_list","False","35","0","5","27","0.77","4","0.11","4","0.11"
"email._header_value_parser.get_mailbox_list","False","38","3","5","19","0.5","14","0.37","5","0.13"
"email._header_value_parser.get_invalid_mailbox","False","5","0","2","3","0.6","2","0.4","-1","-1"
"email._header_value_parser.get_obs_route","False","8","4","7","2","0.25","1","0.12","5","0.62"
"email.errors.NonPrintableDefect.__init__","False","36","0","1","36","1.0","-1","-1","-1","-1"
"email._header_value_parser.get_msg_id","False","16","8","7","6","0.38","4","0.25","6","0.38"
"email._header_value_parser.parse_message_id","False","8","2","3","5","0.62","2","0.25","1","0.12"
"email._header_value_parser.get_no_fold_literal","False","3","1","2","2","0.67","1","0.33","-1","-1"
"email._header_value_parser.EWWhiteSpaceTerminal.__str__","False","12","0","1","12","1.0","-1","-1","-1","-1"
"email._header_value_parser._find_mime_parameters","False","12","0","5","6","0.5","2","0.17","4","0.33"
"email._header_value_parser.parse_content_transfer_encoding_header","False","121","1","4","118","0.98","1","0.01","2","0.02"
"email._header_value_parser.get_section","False","73","19","3","53","0.73","19","0.26","1","0.01"
"email._header_value_parser.get_extended_attribute","False","365","0","2","364","1.0","1","0.0","-1","-1"
"email._header_value_parser.get_extended_attrtext","False","374","5","2","369","0.99","5","0.01","-1","-1"
"email._header_value_parser.parse_mime_version","False","98","0","11","82","0.84","3","0.03","13","0.13"
"email.header.Header.__init__","False","2034","1","11","1910","0.94","54","0.03","70","0.03"
"email.header.Header.append","False","2066","7","10","1951","0.94","52","0.03","63","0.03"
"email.header.Header.encode","False","1978","2","19","1513","0.76","270","0.14","195","0.1"
"email.header.Header._normalize","False","2045","0","4","2019","0.99","19","0.01","7","0.0"
"email.charset.Charset.__eq__","False","2393","0","1","2393","1.0","-1","-1","-1","-1"
"email.charset.Charset.__repr__","False","2450","0","1","2450","1.0","-1","-1","-1","-1"
"email.header._ValueFormatter.__init__","False","1978","0","1","1978","1.0","-1","-1","-1","-1"
"email.header._Accumulator.__init__","False","1978","0","1","1978","1.0","-1","-1","-1","-1"
"email.header.Header._nonctext","False","2118","0","1","2118","1.0","-1","-1","-1","-1"
"email.header._ValueFormatter.feed","False","2227","30","6","2171","0.97","30","0.01","26","0.01"
"email.header._ValueFormatter._ascii_split","False","2171","0","3","1943","0.89","227","0.1","1","0.0"
"email.header._ValueFormatter._append_chunk","False","6626","0","8","6552","0.99","27","0.0","47","0.01"
"email.header._Accumulator.push","False","9059","0","1","9059","1.0","-1","-1","-1","-1"
"email.header._Accumulator.__len__","False","9393","0","1","9393","1.0","-1","-1","-1","-1"
"email.header._ValueFormatter.add_transition","False","1990","0","1","1990","1.0","-1","-1","-1","-1"
"email.charset.Charset.header_encode_lines","False","56","0","4","30","0.54","23","0.41","3","0.05"
"email.charset._encode","False","3028","1","2","2671","0.88","357","0.12","-1","-1"
"email.charset.Charset._get_encoder","False","61","0","5","21","0.34","20","0.33","20","0.33"
"email.charset.Charset.get_output_charset","False","210","0","1","210","1.0","-1","-1","-1","-1"
"email.header._ValueFormatter._maxlengths","True","56","56","2","30","0.54","26","0.46","-1","-1"
"email.base64mime.header_length","False","815","0","2","464","0.57","351","0.43","-1","-1"
"email.base64mime.header_encode","False","81","0","2","76","0.94","5","0.06","-1","-1"
"email.quoprimime.header_length","False","2295","0","1","2295","1.0","-1","-1","-1","-1"
"email.quoprimime.header_encode","False","124","0","2","123","0.99","1","0.01","-1","-1"
"email.header._ValueFormatter.newline","False","2384","0","5","1831","0.77","403","0.17","150","0.06"
"email.header._Accumulator.pop","False","2397","0","2","2390","1.0","7","0.0","-1","-1"
"email.header._Accumulator.is_onlyws","False","2238","0","1","2238","1.0","-1","-1","-1","-1"
"email.header._Accumulator.__str__","False","2626","0","1","2626","1.0","-1","-1","-1","-1"
"email.header._Accumulator.reset","False","2445","0","2","2384","0.98","61","0.02","-1","-1"
"email.header._ValueFormatter._str","False","1978","0","1","1978","1.0","-1","-1","-1","-1"
"email.header.decode_header","False","41","1","17","8","0.2","5","0.12","28","0.68"
"email.base64mime.decode","False","70","1","2","69","0.99","1","0.01","-1","-1"
"email.quoprimime.header_decode","False","99","0","1","99","1.0","-1","-1","-1","-1"
"email.quoprimime._unquote_match","False","301","0","1","301","1.0","-1","-1","-1","-1"
"email.quoprimime.unquote","False","564","0","1","564","1.0","-1","-1","-1","-1"
"email.header.Header.__str__","False","67","0","6","44","0.66","14","0.21","9","0.13"
"email.message.Message.set_charset","False","78","21","12","48","0.62","16","0.21","14","0.18"
"email.message.Message.__contains__","False","1388","0","1","1388","1.0","-1","-1","-1","-1"
"email.message.Message.add_header","False","225","0","4","134","0.6","89","0.4","2","0.01"
"email._policybase.Policy.header_max_count","False","673","0","1","673","1.0","-1","-1","-1","-1"
"email._policybase.Compat32.header_store_parse","False","700","0","1","700","1.0","-1","-1","-1","-1"
"email.message._formatparam","False","390","15","5","290","0.74","77","0.2","23","0.06"
"email._parseaddr.quote","False","1323","0","1","1323","1.0","-1","-1","-1","-1"
"email.charset.Charset.body_encode","False","27","0","5","13","0.48","8","0.3","6","0.22"
"email.charset.Charset.get_body_encoding","False","81","0","3","58","0.72","14","0.17","9","0.11"
"email.encoders.encode_7or8bit","False","56","3","3","51","0.91","3","0.05","2","0.04"
"email.message.Message.get_payload","False","1803","10","22","819","0.45","551","0.31","433","0.24"
"email.message.Message.is_multipart","False","3337","0","1","3337","1.0","-1","-1","-1","-1"
"email._policybase.Compat32.header_fetch_parse","False","4068","0","1","4068","1.0","-1","-1","-1","-1"
"email._policybase.Compat32._sanitize_header","False","4068","0","2","4026","0.99","42","0.01","-1","-1"
"email.message.Message.get_content_charset","False","26","2","4","17","0.65","5","0.19","4","0.15"
"email.message.Message.get_param","False","864","0","4","651","0.75","190","0.22","23","0.03"
"email.message.Message._get_params_preserve","False","958","945","4","826","0.86","119","0.12","13","0.01"
"email.message._parseparam","False","953","0","3","832","0.87","119","0.12","2","0.0"
"email.utils.decode_params","False","953","0","7","798","0.84","110","0.12","45","0.05"
"email.utils.unquote","False","2363","0","3","1654","0.7","595","0.25","114","0.05"
"email.message._unquotevalue","False","853","0","2","815","0.96","38","0.04","-1","-1"
"email.base64mime.body_encode","False","19","0","3","16","0.84","2","0.11","1","0.05"
"email._header_value_parser.parse_content_type_header","False","4437","2","7","2227","0.5","2200","0.5","10","0.0"
"email.headerregistry.ContentTypeHeader.init","False","4437","0","1","4437","1.0","-1","-1","-1","-1"
"email.headerregistry.ParameterizedMIMEHeader.init","False","4636","0","1","4636","1.0","-1","-1","-1","-1"
"email.utils._sanitize","False","14395","0","1","14395","1.0","-1","-1","-1","-1"
"email.contentmanager.ContentManager.get_content","False","52","4","4","40","0.77","8","0.15","4","0.08"
"email.policy.EmailPolicy.header_fetch_parse","False","5563","0","2","4243","0.76","1320","0.24","-1","-1"
"email.message._splitparam","False","7301","0","2","4268","0.58","3033","0.42","-1","-1"
"email.message.Message.__getitem__","False","477","0","1","477","1.0","-1","-1","-1","-1"
"email.message.EmailMessage.set_content","False","81","9","3","69","0.85","9","0.11","3","0.04"
"email.message.MIMEPart.set_content","False","107","12","2","69","0.64","38","0.36","-1","-1"
"email.contentmanager.ContentManager.set_content","False","112","15","3","110","0.98","1","0.01","1","0.01"
"email.contentmanager.ContentManager._find_set_handler","False","111","1","9","70","0.63","22","0.2","19","0.17"
"email.message.MIMEPart.clear_content","False","140","0","1","140","1.0","-1","-1","-1","-1"
"email.headerregistry.MIMEVersionHeader.init","False","93","0","1","93","1.0","-1","-1","-1","-1"
"email.contentmanager.set_bytes_content","False","17","0","4","13","0.76","2","0.12","2","0.12"
"email.contentmanager._prepare_set","False","79","4","7","67","0.85","7","0.09","5","0.06"
"email.contentmanager._encode_base64","False","15","0","1","15","1.0","-1","-1","-1","-1"
"email.headerregistry.ContentTransferEncodingHeader.init","False","120","0","1","120","1.0","-1","-1","-1","-1"
"email.contentmanager._finalize_set","False","72","0","6","42","0.58","9","0.12","21","0.29"
"email.contentmanager.set_message_content","False","18","6","4","7","0.39","5","0.28","6","0.33"
"email.contentmanager.set_text_content","False","50","7","3","43","0.86","4","0.08","3","0.06"
"email.contentmanager._encode_text","False","46","8","9","31","0.67","5","0.11","10","0.22"
"email.contentmanager._encode_text.<locals>.normal_body","False","45","0","1","45","1.0","-1","-1","-1","-1"
"email.message.Message.set_param","False","173","0","9","59","0.34","52","0.3","62","0.36"
"email.message.Message.replace_header","False","80","1","2","79","0.99","1","0.01","-1","-1"
"email.headerregistry.ContentDispositionHeader.init","False","199","0","1","199","1.0","-1","-1","-1","-1"
"email.message.Message.__len__","False","1054","0","1","1054","1.0","-1","-1","-1","-1"
"email.message.Message.attach","False","1046","1","3","571","0.55","474","0.45","1","0.0"
"email.contentmanager.get_and_fixup_unknown_message_content","False","1","0","1","1","1.0","-1","-1","-1","-1"
"email.message.Message.__bytes__","False","28","0","1","28","1.0","-1","-1","-1","-1"
"email.message.Message.as_bytes","False","30","0","1","30","1.0","-1","-1","-1","-1"
"email.generator.Generator.__init__","False","599","0","2","436","0.73","163","0.27","-1","-1"
"email.generator.Generator.flatten","False","597","2","8","302","0.51","141","0.24","154","0.26"
"email.generator.BytesGenerator._encode","False","601","0","1","601","1.0","-1","-1","-1","-1"
"email.generator.Generator._write","False","597","2","4","585","0.98","9","0.02","3","0.01"
"email.generator.BytesGenerator._new_buffer","False","478","0","1","478","1.0","-1","-1","-1","-1"
"email.generator.Generator._dispatch","False","595","0","3","557","0.94","23","0.04","15","0.03"
"email.message.Message.get_content_subtype","False","783","0","1","783","1.0","-1","-1","-1","-1"
"email.generator.BytesGenerator._handle_text","False","228","0","4","201","0.88","10","0.04","17","0.07"
"email.generator.Generator._handle_text","False","435","0","6","253","0.58","155","0.36","27","0.06"
"email.generator.Generator._write_lines","False","540","0","4","308","0.57","174","0.32","58","0.11"
"email.generator.BytesGenerator.write","False","1636","0","1","1636","1.0","-1","-1","-1","-1"
"email.generator.BytesGenerator._write_headers","False","300","0","2","281","0.94","19","0.06","-1","-1"
"email.message.Message.raw_items","False","597","0","1","597","1.0","-1","-1","-1","-1"
"email.policy.EmailPolicy.fold_binary","False","177","0","1","177","1.0","-1","-1","-1","-1"
"email.policy.EmailPolicy._fold","False","455","5","6","217","0.48","148","0.33","90","0.2"
"email.contentmanager.get_message_content","False","6","0","1","6","1.0","-1","-1","-1","-1"
"email.contentmanager.get_text_content","False","25","0","1","25","1.0","-1","-1","-1","-1"
"email.contentmanager.get_non_text_content","False","10","0","1","10","1.0","-1","-1","-1","-1"
"email.message.Message.get_boundary","False","443","0","2","430","0.97","13","0.03","-1","-1"
"email.utils.collapse_rfc2231_value","False","456","9","4","437","0.96","9","0.02","10","0.02"
"email.feedparser.BufferedSubFile.unreadline","False","1148","0","1","1148","1.0","-1","-1","-1","-1"
"email.feedparser.BufferedSubFile.push_eof_matcher","False","831","0","1","831","1.0","-1","-1","-1","-1"
"email.feedparser.BufferedSubFile.pop_eof_matcher","False","827","0","1","827","1.0","-1","-1","-1","-1"
"email._policybase.Policy.handle_defect","False","95","15","2","80","0.84","15","0.16","-1","-1"
"email._policybase.Policy.register_defect","False","67","0","1","67","1.0","-1","-1","-1","-1"
"email.message_from_bytes","False","120","1","1","120","1.0","-1","-1","-1","-1"
"email.parser.BytesParser.__init__","False","130","0","1","130","1.0","-1","-1","-1","-1"
"email.parser.BytesParser.parsebytes","False","122","2","1","122","1.0","-1","-1","-1","-1"
"email.utils.encode_rfc2231","False","22","0","1","22","1.0","-1","-1","-1","-1"
"email.message.Message.get_filename","False","27","0","3","24","0.89","2","0.07","1","0.04"
"email.message.Message.__delitem__","False","86","0","3","45","0.52","37","0.43","4","0.05"
"email.headerregistry.BaseHeader.fold","False","387","3","2","384","0.99","3","0.01","-1","-1"
"email.message.MIMEPart.get_content","False","33","0","2","29","0.88","4","0.12","-1","-1"
"email.message.MIMEPart.__str__","False","20","0","1","20","1.0","-1","-1","-1","-1"
"email.message.MIMEPart.as_string","False","41","0","2","38","0.93","3","0.07","-1","-1"
"email.message.Message.as_string","False","105","2","2","103","0.98","2","0.02","-1","-1"
"email.generator.Generator._encode","False","595","0","1","595","1.0","-1","-1","-1","-1"
"email.generator.Generator._new_buffer","False","415","0","1","415","1.0","-1","-1","-1","-1"
"email.generator.Generator.write","False","2309","0","1","2309","1.0","-1","-1","-1","-1"
"email.generator.Generator._write_headers","False","297","2","3","281","0.95","14","0.05","2","0.01"
"email.policy.EmailPolicy.fold","False","278","3","1","278","1.0","-1","-1","-1","-1"
"email.generator.Generator._handle_message","False","49","0","2","47","0.96","2","0.04","-1","-1"
"email.generator.Generator.clone","False","296","0","1","296","1.0","-1","-1","-1","-1"
"email.headerregistry.BaseHeader.__reduce__","False","92","0","1","92","1.0","-1","-1","-1","-1"
"email.headerregistry._reconstruct_header","False","92","0","1","92","1.0","-1","-1","-1","-1"
"email._header_value_parser.Terminal.__getnewargs__","False","457","0","1","457","1.0","-1","-1","-1","-1"
"email.message.Message.get_params","False","101","0","3","94","0.93","4","0.04","3","0.03"
"email.contentmanager._encode_text.<locals>.embedded_body","False","7","0","1","7","1.0","-1","-1","-1","-1"
"email.quoprimime.body_encode","False","46","1","14","13","0.28","7","0.15","26","0.57"
"email.message.Message.keys","False","76","0","1","76","1.0","-1","-1","-1","-1"
"email._policybase.Compat32.header_source_parse","False","3108","0","1","3108","1.0","-1","-1","-1","-1"
"email.generator.Generator._handle_multipart","False","78","0","14","28","0.36","25","0.32","25","0.32"
"email._policybase.Compat32.fold_binary","False","1078","0","1","1078","1.0","-1","-1","-1","-1"
"email._policybase.Compat32._fold","False","1930","2","7","1895","0.98","10","0.01","25","0.01"
"email.feedparser.BytesFeedParser.feed","False","21","0","1","21","1.0","-1","-1","-1","-1"
"email.message.Message.__str__","False","11","0","1","11","1.0","-1","-1","-1","-1"
"email._policybase.Compat32.fold","False","852","2","1","852","1.0","-1","-1","-1","-1"
"email.message.Message.get_unixfrom","False","7","0","1","7","1.0","-1","-1","-1","-1"
"email.generator.DecodedGenerator.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"email.generator.DecodedGenerator._dispatch","False","2","0","2","1","0.5","1","0.5","-1","-1"
"email.iterators.walk","True","399","0","2","258","0.65","141","0.35","-1","-1"
"email.message.Message.del_param","False","7","0","4","3","0.43","2","0.29","2","0.29"
"email.utils.decode_rfc2231","False","52","0","2","48","0.92","4","0.08","-1","-1"
"email.header.Header.__eq__","False","7","0","1","7","1.0","-1","-1","-1","-1"
"email.message.Message.get_all","False","4","0","2","3","0.75","1","0.25","-1","-1"
"email.message.Message.items","False","51","0","1","51","1.0","-1","-1","-1","-1"
"email.parser.BytesParser.parse","False","8","2","1","8","1.0","-1","-1","-1","-1"
"email.message.Message.values","False","4","0","1","4","1.0","-1","-1","-1","-1"
"email.message.Message.set_default_type","False","81","0","1","81","1.0","-1","-1","-1","-1"
"email.generator.Generator._handle_message_delivery_status","False","6","0","1","6","1.0","-1","-1","-1","-1"
"email.message.Message.set_unixfrom","False","6","0","1","6","1.0","-1","-1","-1","-1"
"email.generator.Generator._handle_multipart_signed","False","9","0","1","9","1.0","-1","-1","-1","-1"
"email.charset.add_charset","False","1","0","1","1","1.0","-1","-1","-1","-1"
"email.charset.Charset.header_encode","False","6","1","3","4","0.67","1","0.17","1","0.17"
"email.mime.image.MIMEImage.__init__","False","173","0","4","138","0.8","26","0.15","9","0.05"
"email.encoders.encode_base64","False","39","0","1","39","1.0","-1","-1","-1","-1"
"email.mime.text.MIMEText.__init__","False","55","2","3","45","0.82","8","0.15","2","0.04"
"email.header.make_header","False","16","0","2","15","0.94","1","0.06","-1","-1"
"email.header._Accumulator.part_count","False","1344","0","1","1344","1.0","-1","-1","-1","-1"
"email.header._Accumulator.pop_from","False","61","0","1","61","1.0","-1","-1","-1","-1"
"email.message_from_file","False","65","1","1","65","1.0","-1","-1","-1","-1"
"email.iterators.body_line_iterator","True","2","0","1","2","1.0","-1","-1","-1","-1"
"email.iterators.typed_subpart_iterator","True","2","0","1","2","1.0","-1","-1","-1","-1"
"email.mime.application.MIMEApplication.__init__","False","9","0","1","9","1.0","-1","-1","-1","-1"
"email.encoders.encode_noop","False","2","0","1","2","1.0","-1","-1","-1","-1"
"email.encoders.encode_quopri","False","1","0","1","1","1.0","-1","-1","-1","-1"
"email.encoders._qencode","False","1","0","1","1","1.0","-1","-1","-1","-1"
"email.mime.audio.MIMEAudio.__init__","False","7","0","2","6","0.86","1","0.14","-1","-1"
"email.mime.audio._whatsnd","False","6","0","1","6","1.0","-1","-1","-1","-1"
