"pos","call_count","call_ratio","run_count","not_run_count"
"1","12","0.46","19","10"
"2","3","0.12","19","10"
"3","3","0.12","16","13"
"4","2","0.08","20","9"
"5","2","0.08","20","9"
"6","1","0.04","19","10"
"7","1","0.04","21","8"
"8","1","0.04","21","8"
"9","1","0.04","25","4"
