"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"configparser.InterpolationDepthError.__init__","False","67","0","2","52","0.78","15","0.22","-1","-1"
"configparser.InterpolationMissingOptionError.__init__","False","18","0","1","18","1.0","-1","-1","-1","-1"
"configparser.RawConfigParser._handle_error","False","66","0","1","66","1.0","-1","-1","-1","-1"
"configparser.ParsingError.__init__","False","83","2","4","79","0.95","2","0.02","2","0.02"
"configparser.ParsingError.append","False","72","0","1","72","1.0","-1","-1","-1","-1"
"configparser.MissingSectionHeaderError.__init__","False","24","0","1","24","1.0","-1","-1","-1","-1"
"configparser.RawConfigParser.read","False","111","50","8","25","0.23","25","0.23","61","0.55"
"configparser.DuplicateSectionError.__init__","False","58","0","2","46","0.79","12","0.21","-1","-1"
"configparser.Error.__repr__","False","169","0","1","169","1.0","-1","-1","-1","-1"
"configparser.RawConfigParser.write","False","48","0","3","20","0.42","14","0.29","14","0.29"
"configparser.RawConfigParser._write_section","False","1889","0","2","1887","1.0","2","0.0","-1","-1"
"configparser.Interpolation.before_write","False","18092","0","1","18092","1.0","-1","-1","-1","-1"
"configparser.ExtendedInterpolation.before_get","False","162","9","2","153","0.94","9","0.06","-1","-1"
"configparser.ExtendedInterpolation._interpolate_some","False","188","29","18","134","0.71","12","0.06","42","0.22"
"configparser.ExtendedInterpolation.before_set","False","41","1","2","40","0.98","1","0.02","-1","-1"
"configparser.DuplicateOptionError.__init__","False","16","0","3","11","0.69","4","0.25","1","0.06"
"configparser.RawConfigParser.items.<locals>.<lambda>","False","41","0","1","41","1.0","-1","-1","-1","-1"
"configparser.LegacyInterpolation.before_get","False","141","3","6","131","0.93","6","0.04","4","0.03"
"configparser.LegacyInterpolation.before_set","False","45","0","1","45","1.0","-1","-1","-1","-1"
"configparser.ConverterMapping.__delitem__","False","5","4","4","2","0.4","1","0.2","2","0.4"
"configparser.RawConfigParser.readfp","False","1","0","1","1","1.0","-1","-1","-1","-1"
"configparser.SafeConfigParser.__init__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"configparser.SectionProxy.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"configparser.RawConfigParser._read_defaults","False","37","3","1","37","1.0","-1","-1","-1","-1"
