"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"pathlib.Path.is_socket","False","21","13","3","8","0.38","8","0.38","5","0.24"
"pathlib.Path.is_mount","False","16","0","2","12","0.75","4","0.25","-1","-1"
"pathlib.Path.is_symlink","False","15","5","2","10","0.67","5","0.33","-1","-1"
"pathlib.Path.lstat","False","25","5","1","25","1.0","-1","-1","-1","-1"
"pathlib.Path.iterdir","True","14","6","2","12","0.86","2","0.14","-1","-1"
"pathlib.Path.link_to","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.Path.open","False","38","0","2","22","0.58","16","0.42","-1","-1"
"pathlib.Path.owner","False","2","0","1","2","1.0","-1","-1","-1","-1"
"pathlib._NormalAccessor.owner","False","2","0","1","2","1.0","-1","-1","-1","-1"
"pathlib.PurePath.__reduce__","False","36","0","1","36","1.0","-1","-1","-1","-1"
"pathlib.Path.write_bytes","False","4","2","2","2","0.5","2","0.5","-1","-1"
"pathlib.Path.read_bytes","False","12","0","1","12","1.0","-1","-1","-1","-1"
"pathlib.Path.write_text","False","12","2","2","10","0.83","2","0.17","-1","-1"
"pathlib.Path.read_text","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.Path.readlink","False","8","2","2","6","0.75","2","0.25","-1","-1"
"pathlib.Path.rename","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.Path.replace","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.Path.resolve.<locals>.check_eloop","False","31","8","2","23","0.74","8","0.26","-1","-1"
"pathlib.Path.unlink","False","12","8","3","6","0.5","4","0.33","2","0.17"
"pathlib.Path.rmdir","False","2","0","1","2","1.0","-1","-1","-1","-1"
"pathlib.Path.samefile","False","20","16","5","8","0.4","4","0.2","8","0.4"
"pathlib.Path.__enter__","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.Path.__exit__","False","4","0","1","4","1.0","-1","-1","-1","-1"
"pathlib.PurePath.__bytes__","False","12","0","1","12","1.0","-1","-1","-1","-1"
"pathlib.PurePath.as_posix","False","253","0","1","253","1.0","-1","-1","-1","-1"
"pathlib.PurePath.as_uri","False","25","10","2","15","0.6","10","0.4","-1","-1"
"pathlib._PosixFlavour.make_uri","False","8","0","1","8","1.0","-1","-1","-1","-1"
"pathlib.PurePath.is_relative_to","False","147","70","3","77","0.52","62","0.42","8","0.05"
"pathlib.PurePath.relative_to","False","303","140","9","84","0.28","74","0.24","145","0.48"
"pathlib.PurePath.is_reserved","False","32","0","1","32","1.0","-1","-1","-1","-1"
"pathlib._PosixFlavour.is_reserved","False","8","0","1","8","1.0","-1","-1","-1","-1"
"pathlib.PurePath.joinpath","False","29","0","1","29","1.0","-1","-1","-1","-1"
"pathlib.PurePath.match","False","107","6","8","29","0.27","25","0.23","53","0.5"
"pathlib._PosixFlavour.casefold","False","116","0","1","116","1.0","-1","-1","-1","-1"
"pathlib.PurePath.__lt__","False","37","0","2","32","0.86","5","0.14","-1","-1"
"pathlib.PurePath.__gt__","False","34","0","2","32","0.94","2","0.06","-1","-1"
"pathlib._PathParents.__init__","False","11","0","1","11","1.0","-1","-1","-1","-1"
"pathlib._PathParents.__len__","False","558","0","2","330","0.59","228","0.41","-1","-1"
"pathlib._PathParents.__getitem__","False","300","30","4","180","0.6","66","0.22","54","0.18"
"pathlib.PurePath.__repr__","False","94","0","1","94","1.0","-1","-1","-1","-1"
"pathlib.PurePath.with_name","False","130","70","4","60","0.46","30","0.23","40","0.31"
"pathlib.PurePath.with_stem","False","67","35","1","67","1.0","-1","-1","-1","-1"
"pathlib.PurePath.with_suffix","False","91","63","5","36","0.4","16","0.18","39","0.43"
"pathlib._WindowsFlavour.casefold_parts","False","807","0","1","807","1.0","-1","-1","-1","-1"
"pathlib.PurePath.__le__","False","4","0","2","2","0.5","2","0.5","-1","-1"
"pathlib.PurePath.__ge__","False","4","0","2","2","0.5","2","0.5","-1","-1"
"pathlib._WindowsFlavour.make_uri","False","7","0","2","4","0.57","3","0.43","-1","-1"
"pathlib._WindowsFlavour.casefold","False","53","0","1","53","1.0","-1","-1","-1","-1"
"pathlib._WindowsFlavour.is_reserved","False","24","0","3","22","0.92","1","0.04","1","0.04"
