"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"os._Environ.__getitem__","False","4692","92","3","4600","0.98","89","0.02","3","0.0"
"os._fscodec.<locals>.fsencode","False","14472","0","2","14467","1.0","5","0.0","-1","-1"
"os._fscodec.<locals>.fsdecode","False","17753","0","2","17749","1.0","4","0.0","-1","-1"
"os.makedirs","False","327","11","6","166","0.51","149","0.46","12","0.04"
"os.walk","False","428","0","1","428","1.0","-1","-1","-1","-1"
"os._walk","True","12572","12572","17","6008","0.48","6004","0.48","560","0.04"
"os.fwalk","True","548","2","2","534","0.97","14","0.03","-1","-1"
"os._fwalk","True","3266","554","40","528","0.16","522","0.16","2216","0.68"
"os._Environ.__iter__","True","2071","1859","2","1972","0.95","99","0.05","-1","-1"
"os._Environ.__setitem__","False","1866","2","3","1864","1.0","1","0.0","1","0.0"
"os._Environ.__repr__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"os._Environ.__delitem__","False","1863","1","2","1862","1.0","1","0.0","-1","-1"
"os._Environ.__len__","False","17","0","1","17","1.0","-1","-1","-1","-1"
"os.get_exec_path","False","18","15","7","5","0.28","5","0.28","8","0.44"
"os._Environ.__ior__","False","4","2","2","2","0.5","2","0.5","-1","-1"
"os.popen","False","10","0","1","10","1.0","-1","-1","-1","-1"
"os._wrap_close.__init__","False","10","0","1","10","1.0","-1","-1","-1","-1"
"os._wrap_close.__enter__","False","10","0","1","10","1.0","-1","-1","-1","-1"
"os._wrap_close.__getattr__","False","9","0","1","9","1.0","-1","-1","-1","-1"
"os._wrap_close.__exit__","False","10","0","1","10","1.0","-1","-1","-1","-1"
"os._wrap_close.close","False","10","0","1","10","1.0","-1","-1","-1","-1"
"os._Environ.copy","False","16","0","1","16","1.0","-1","-1","-1","-1"
"os._Environ.__or__","False","2","0","2","1","0.5","1","0.5","-1","-1"
"os._wrap_close.__iter__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"os._Environ.__ror__","False","2","0","2","1","0.5","1","0.5","-1","-1"
"os._Environ.setdefault","False","2","0","2","1","0.5","1","0.5","-1","-1"
"os.execvpe","False","4","4","1","4","1.0","-1","-1","-1","-1"
"os._execvpe","False","10","10","5","4","0.4","2","0.2","4","0.4"
"os.fdopen","False","4","1","1","4","1.0","-1","-1","-1","-1"
"os.removedirs","False","8","2","4","5","0.62","1","0.12","2","0.25"
"os.getenv","False","3","0","1","3","1.0","-1","-1","-1","-1"
"os.spawnv","False","13","6","1","13","1.0","-1","-1","-1","-1"
"os._spawnvef","False","34","12","3","18","0.53","12","0.35","4","0.12"
"os.spawnl","False","3","2","1","3","1.0","-1","-1","-1","-1"
"os.spawnle","False","3","2","1","3","1.0","-1","-1","-1","-1"
"os.spawnve","False","13","6","1","13","1.0","-1","-1","-1","-1"
"os.spawnlp","False","1","0","1","1","1.0","-1","-1","-1","-1"
"os.spawnvp","False","2","0","1","2","1.0","-1","-1","-1","-1"
"os.spawnlpe","False","1","0","1","1","1.0","-1","-1","-1","-1"
"os.spawnvpe","False","6","0","1","6","1.0","-1","-1","-1","-1"
"os._fspath","False","16","7","5","6","0.38","4","0.25","6","0.38"
