"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"smtplib.SMTP.__init__","False","85","7","6","54","0.64","16","0.19","15","0.18"
"smtplib.SMTP.connect","False","80","5","6","70","0.88","4","0.05","6","0.07"
"smtplib.SMTP._get_socket","False","79","3","3","73","0.92","4","0.05","2","0.03"
"smtplib.SMTP.getreply","False","274","2","5","196","0.72","72","0.26","6","0.02"
"smtplib.SMTP.close","False","101","0","2","77","0.76","24","0.24","-1","-1"
"smtplib.SMTPResponseException.__init__","False","4","0","1","4","1.0","-1","-1","-1","-1"
"smtplib.SMTP.quit","False","28","0","1","28","1.0","-1","-1","-1","-1"
"smtplib.SMTP.docmd","False","69","3","2","67","0.97","2","0.03","-1","-1"
"smtplib.SMTP.putcmd","False","189","8","4","111","0.59","75","0.4","3","0.02"
"smtplib.SMTP.send","False","205","8","4","181","0.88","16","0.08","8","0.04"
"smtplib.SMTP.ehlo","False","41","2","3","28","0.68","11","0.27","2","0.05"
"smtplib.SMTP.help","False","1","0","1","1","1.0","-1","-1","-1","-1"
"smtplib.SMTP.noop","False","7","0","1","7","1.0","-1","-1","-1","-1"
"smtplib.SMTP.rset","False","2","1","1","2","1.0","-1","-1","-1","-1"
"smtplib.SMTP.helo","False","2","0","1","2","1.0","-1","-1","-1","-1"
"smtplib.SMTP.sendmail","False","21","7","12","5","0.24","4","0.19","12","0.57"
"smtplib.SMTP.ehlo_or_helo_if_needed","False","40","1","2","31","0.78","9","0.23","-1","-1"
"smtplib._fix_eols","False","10","0","1","10","1.0","-1","-1","-1","-1"
"smtplib.SMTP.has_extn","False","40","0","1","40","1.0","-1","-1","-1","-1"
"smtplib.SMTP.mail","False","24","7","5","17","0.71","3","0.12","4","0.17"
"smtplib.quoteaddr","False","55","0","2","54","0.98","1","0.02","-1","-1"
"smtplib.SMTP.rcpt","False","27","1","2","26","0.96","1","0.04","-1","-1"
"smtplib.SMTP.data","False","16","0","2","14","0.88","2","0.12","-1","-1"
"smtplib._quote_periods","False","16","0","1","16","1.0","-1","-1","-1","-1"
"smtplib.SMTP.send_message","False","13","6","7","4","0.31","3","0.23","6","0.46"
"smtplib.SMTP.verify","False","6","0","1","6","1.0","-1","-1","-1","-1"
"smtplib._addr_only","False","9","0","1","9","1.0","-1","-1","-1","-1"
"smtplib.LMTP.__init__","False","12","2","1","12","1.0","-1","-1","-1","-1"
"smtplib.LMTP.connect","False","12","2","3","10","0.83","1","0.08","1","0.08"
"smtplib.quotedata","False","2","0","1","2","1.0","-1","-1","-1","-1"
"smtplib.SMTP.set_debuglevel","False","4","0","1","4","1.0","-1","-1","-1","-1"
"smtplib.SMTP._print_debug","False","16","0","2","8","0.5","8","0.5","-1","-1"
"smtplib.SMTP.__enter__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"smtplib.SMTP.__exit__","False","6","3","3","3","0.5","2","0.33","1","0.17"
"smtplib.SMTP.auth","False","12","1","4","4","0.33","4","0.33","4","0.33"
"smtplib.SMTP.auth_plain","False","4","0","1","4","1.0","-1","-1","-1","-1"
"smtplib.SMTP.login","False","5","0","1","5","1.0","-1","-1","-1","-1"
"smtplib.SMTP.auth_cram_md5","False","6","0","2","3","0.5","3","0.5","-1","-1"
"smtplib.SMTP.auth_login","False","8","0","2","4","0.5","4","0.5","-1","-1"
"smtplib.SMTP.expn","False","3","0","1","3","1.0","-1","-1","-1","-1"
"smtplib.SMTPSenderRefused.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"smtplib.SMTPRecipientsRefused.__init__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"smtplib.SMTP._rset","False","1","1","1","1","1.0","-1","-1","-1","-1"
