"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"cookiecutter.utils.rmtree","False","71","0","1","71","1.0","-1","-1","-1","-1"
"cookiecutter.generate.is_copy_only_path","False","128","101","3","101","0.79","15","0.12","12","0.09"
"cookiecutter.generate.generate_file","False","111","5","8","89","0.8","8","0.07","14","0.13"
"cookiecutter.cli.validate_extra_context","False","37","1","3","35","0.95","1","0.03","1","0.03"
"cookiecutter.log.configure_logger","False","36","0","2","33","0.92","3","0.08","-1","-1"
"cookiecutter.main.cookiecutter","False","43","9","9","30","0.7","4","0.09","9","0.21"
"cookiecutter.config.get_user_config","False","49","36","5","34","0.69","8","0.16","7","0.14"
"cookiecutter.repository.determine_repo_dir","False","50","5","7","38","0.76","4","0.08","8","0.16"
"cookiecutter.repository.expand_abbreviations","False","60","1","3","51","0.85","8","0.13","1","0.02"
"cookiecutter.repository.is_zip_file","False","53","0","1","53","1.0","-1","-1","-1","-1"
"cookiecutter.repository.is_repo_url","False","62","0","1","62","1.0","-1","-1","-1","-1"
"cookiecutter.repository.repository_has_cookiecutter_json","False","59","0","1","59","1.0","-1","-1","-1","-1"
"cookiecutter.main._patch_import_path_for_repo.__init__","False","38","0","1","38","1.0","-1","-1","-1","-1"
"cookiecutter.generate.generate_context","False","43","3","6","32","0.74","4","0.09","7","0.16"
"cookiecutter.main._patch_import_path_for_repo.__enter__","False","73","0","1","73","1.0","-1","-1","-1","-1"
"cookiecutter.prompt.prompt_for_config","False","50","5","15","26","0.52","6","0.12","18","0.36"
"cookiecutter.prompt.render_variable","False","310","6","5","278","0.9","11","0.04","21","0.07"
"cookiecutter.main._patch_import_path_for_repo.__exit__","False","73","0","1","73","1.0","-1","-1","-1","-1"
"cookiecutter.replay.dump","False","34","4","5","30","0.88","1","0.03","3","0.09"
"cookiecutter.replay.get_file_name","False","35","0","1","35","1.0","-1","-1","-1","-1"
"cookiecutter.exceptions.UndefinedVariableInTemplate.__init__","False","13","0","1","13","1.0","-1","-1","-1","-1"
"cookiecutter.utils.simple_filter.<locals>.SimpleFilterExtension.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"cookiecutter.generate.apply_overwrites_to_context","False","19","2","9","10","0.53","2","0.11","7","0.37"
"cookiecutter.cli.list_installed_templates","False","2","1","2","1","0.5","1","0.5","-1","-1"
"cookiecutter.config.get_config","False","15","3","3","12","0.8","2","0.13","1","0.07"
"cookiecutter.config.merge_configs","False","28","0","3","18","0.64","8","0.29","2","0.07"
"cookiecutter.config._expand_path","False","24","0","1","24","1.0","-1","-1","-1","-1"
"cookiecutter.zipfile.unzip","False","16","9","13","2","0.12","2","0.12","12","0.75"
"cookiecutter.extensions.SlugifyExtension.__init__.<locals>.slugify","False","3","0","1","3","1.0","-1","-1","-1","-1"
"cookiecutter.extensions.UUIDExtension.__init__.<locals>.uuid4","False","3","0","1","3","1.0","-1","-1","-1","-1"
"cookiecutter.exceptions.UndefinedVariableInTemplate.__str__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.extensions.JsonifyExtension.__init__.<locals>.jsonify","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.extensions.RandomStringExtension.__init__.<locals>.random_ascii_string","False","4","0","2","2","0.5","2","0.5","-1","-1"
"cookiecutter.prompt.prompt_choice_for_config","False","4","1","3","2","0.5","1","0.25","1","0.25"
"cookiecutter.prompt.read_repo_password","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.prompt.read_user_choice","False","6","2","3","4","0.67","1","0.17","1","0.17"
"cookiecutter.prompt.process_json","False","7","2","4","3","0.43","2","0.29","2","0.29"
"cookiecutter.prompt.read_user_dict","False","5","1","2","4","0.8","1","0.2","-1","-1"
"cookiecutter.prompt.read_user_variable","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.prompt.read_user_yes_no","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.utils.force_delete","False","1","0","1","1","1.0","-1","-1","-1","-1"
"cookiecutter.utils.prompt_and_delete","False","8","1","6","2","0.25","2","0.25","4","0.5"
"cookiecutter.replay.load","False","4","3","4","1","0.25","1","0.25","2","0.5"
"cookiecutter.vcs.clone","False","14","7","9","4","0.29","2","0.14","8","0.57"
"cookiecutter.vcs.identify_repo","False","27","5","5","17","0.63","3","0.11","7","0.26"
"cookiecutter.vcs.is_vcs_installed","False","9","0","1","9","1.0","-1","-1","-1","-1"
