"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"imaplib.IMAP4_SSL.__init__","False","162","29","6","87","0.54","51","0.31","24","0.15"
"imaplib.IMAP4._mode_ascii","False","106","0","1","106","1.0","-1","-1","-1","-1"
"imaplib.IMAP4_SSL.open","False","160","10","3","99","0.62","55","0.34","6","0.04"
"imaplib.IMAP4_SSL._create_socket","False","160","7","5","99","0.62","54","0.34","7","0.04"
"imaplib.IMAP4._connect","False","99","13","3","86","0.87","9","0.09","4","0.04"
"imaplib.Int2AP","False","99","0","1","99","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._get_response","False","459","13","7","224","0.49","154","0.34","81","0.18"
"imaplib.IMAP4._get_line","False","459","13","3","446","0.97","8","0.02","5","0.01"
"imaplib.IMAP4.readline","False","459","5","3","454","0.99","4","0.01","1","0.0"
"imaplib.IMAP4.shutdown","False","99","12","2","87","0.88","12","0.12","-1","-1"
"imaplib.IMAP4._log","False","660","0","2","648","0.98","12","0.02","-1","-1"
"imaplib.IMAP4._match","False","1314","0","1","1314","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._append_untagged","False","258","0","2","244","0.95","14","0.05","-1","-1"
"imaplib.IMAP4._get_capabilities","False","90","4","2","86","0.96","4","0.04","-1","-1"
"imaplib.IMAP4.capability","False","90","4","2","86","0.96","4","0.04","-1","-1"
"imaplib.IMAP4._simple_command","False","218","8","1","218","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._command","False","218","4","8","92","0.42","42","0.19","84","0.39"
"imaplib.IMAP4._new_tag","False","214","0","1","214","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.send","False","290","0","1","290","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._command_complete","False","214","4","3","168","0.79","42","0.2","4","0.02"
"imaplib.IMAP4._check_bye","False","624","0","1","624","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._get_tagged_response","False","214","4","4","130","0.61","42","0.2","42","0.2"
"imaplib.IMAP4._untagged_response","False","92","0","1","92","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.authenticate","False","38","12","2","26","0.68","12","0.32","-1","-1"
"imaplib._Authenticator.__init__","False","38","0","1","38","1.0","-1","-1","-1","-1"
"imaplib._Authenticator.process","False","34","0","2","30","0.88","4","0.12","-1","-1"
"imaplib._Authenticator.decode","False","34","0","2","26","0.76","8","0.24","-1","-1"
"imaplib._Authenticator.encode","False","30","0","2","18","0.6","12","0.4","-1","-1"
"imaplib.IMAP4.enable","False","20","12","3","8","0.4","8","0.4","4","0.2"
"imaplib.IMAP4._mode_utf8","False","8","0","1","8","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.append","False","4","0","1","4","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.login","False","20","0","1","20","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._quote","False","20","0","1","20","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.login_cram_md5","False","8","0","1","8","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._CRAM_MD5_AUTH","False","8","0","2","4","0.5","4","0.5","-1","-1"
"imaplib.IMAP4.logout","False","42","0","1","42","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.lsub","False","2","0","1","2","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.search","False","4","4","1","4","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.__enter__","False","14","0","1","14","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.__exit__","False","14","0","2","10","0.71","4","0.29","-1","-1"
"imaplib.IMAP4.select","False","6","0","1","6","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.unselect","False","2","0","1","2","1.0","-1","-1","-1","-1"
"imaplib.Internaldate2tuple","False","5","0","2","4","0.8","1","0.2","-1","-1"
"imaplib.Time2Internaldate","False","14","4","7","4","0.29","2","0.14","8","0.57"
"imaplib.IMAP4.store","False","2","0","1","2","1.0","-1","-1","-1","-1"
"imaplib.IMAP4.response","False","2","0","1","2","1.0","-1","-1","-1","-1"
"imaplib.IMAP4._dump_ur","False","2","0","1","2","1.0","-1","-1","-1","-1"
