"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"calendar._localized_day.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"calendar._localized_month.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"calendar.Calendar.__init__","False","54","0","1","54","1.0","-1","-1","-1","-1"
"calendar.Calendar.setfirstweekday","False","69","0","1","69","1.0","-1","-1","-1","-1"
"calendar._localized_day.__len__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"calendar._localized_day.__getitem__","False","555","5","3","546","0.98","5","0.01","4","0.01"
"calendar.setfirstweekday","False","19","4","3","15","0.79","3","0.16","1","0.05"
"calendar.IllegalWeekdayError.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.IllegalWeekdayError.__str__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.isleap","False","34","0","1","34","1.0","-1","-1","-1","-1"
"calendar.Calendar.itermonthdays","True","200","0","1","200","1.0","-1","-1","-1","-1"
"calendar.monthrange","False","221","3","2","218","0.99","3","0.01","-1","-1"
"calendar.weekday","False","218","0","2","193","0.89","25","0.11","-1","-1"
"calendar.Calendar.getfirstweekday","False","762","0","1","762","1.0","-1","-1","-1","-1"
"calendar.Calendar.itermonthdays2","True","139","0","1","139","1.0","-1","-1","-1","-1"
"calendar.Calendar.itermonthdays3","True","14","0","4","9","0.64","2","0.14","3","0.21"
"calendar._prevmonth","False","14","0","2","13","0.93","1","0.07","-1","-1"
"calendar._monthlen","False","14","0","1","14","1.0","-1","-1","-1","-1"
"calendar._nextmonth","False","14","0","2","12","0.86","2","0.14","-1","-1"
"calendar.Calendar.itermonthdays4","True","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.Calendar.iterweekdays","True","79","0","1","79","1.0","-1","-1","-1","-1"
"calendar.LocaleTextCalendar.__init__","False","2","0","1","2","1.0","-1","-1","-1","-1"
"calendar.LocaleTextCalendar.formatweekday","False","4","0","1","4","1.0","-1","-1","-1","-1"
"calendar.different_locale.__init__","False","11","0","1","11","1.0","-1","-1","-1","-1"
"calendar.different_locale.__enter__","False","11","0","1","11","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatweekday","False","74","0","2","65","0.88","9","0.12","-1","-1"
"calendar.different_locale.__exit__","False","11","0","1","11","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatmonthname","False","66","0","2","60","0.91","6","0.09","-1","-1"
"calendar._localized_month.__getitem__","False","193","2","3","187","0.97","4","0.02","2","0.01"
"calendar.LocaleTextCalendar.formatmonthname","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.LocaleHTMLCalendar.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.LocaleHTMLCalendar.formatweekday","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatweekday","False","437","0","1","437","1.0","-1","-1","-1","-1"
"calendar.LocaleHTMLCalendar.formatmonthname","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatmonthname","False","67","0","2","61","0.91","6","0.09","-1","-1"
"calendar._localized_month.__len__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"calendar.leapdays","False","5","0","1","5","1.0","-1","-1","-1","-1"
"calendar.Calendar.monthdayscalendar","False","46","0","1","46","1.0","-1","-1","-1","-1"
"calendar.IllegalMonthError.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.IllegalMonthError.__str__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.format","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.formatstring","False","153","0","1","153","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatmonth","False","3","0","1","3","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatweekheader","False","10","0","1","10","1.0","-1","-1","-1","-1"
"calendar.Calendar.monthdays2calendar","False","125","0","1","125","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatweek","False","328","0","1","328","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.formatday","False","2296","0","2","1928","0.84","368","0.16","-1","-1"
"calendar.TextCalendar.formatyear","False","5","0","1","5","1.0","-1","-1","-1","-1"
"calendar.Calendar.yeardays2calendar","False","5","0","1","5","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatyearpage","False","3","0","2","2","0.67","1","0.33","-1","-1"
"calendar.HTMLCalendar.formatyear","False","5","0","1","5","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatmonth","False","61","0","1","61","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatweekheader","False","62","0","1","62","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatweek","False","318","0","1","318","1.0","-1","-1","-1","-1"
"calendar.HTMLCalendar.formatday","False","2226","0","2","1866","0.84","360","0.16","-1","-1"
"calendar.TextCalendar.prmonth","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.prweek","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.TextCalendar.pryear","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.Calendar.yeardatescalendar","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.Calendar.monthdatescalendar","False","12","0","1","12","1.0","-1","-1","-1","-1"
"calendar.Calendar.itermonthdates","True","12","0","1","12","1.0","-1","-1","-1","-1"
"calendar.Calendar.yeardayscalendar","False","1","0","1","1","1.0","-1","-1","-1","-1"
"calendar.timegm","False","10","0","1","10","1.0","-1","-1","-1","-1"
