"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"requests.check_compatibility","False","1","0","1","1","1.0","-1","-1","-1","-1"
"requests.structures.LookupDict.__init__","False","6","0","1","6","1.0","-1","-1","-1","-1"
"requests.status_codes._init","False","1","0","1","1","1.0","-1","-1","-1","-1"
"requests.status_codes._init.<locals>.doc","False","68","0","1","68","1.0","-1","-1","-1","-1"
"requests.help.info","False","3","0","1","3","1.0","-1","-1","-1","-1"
"requests.help._implementation","False","3","0","1","3","1.0","-1","-1","-1","-1"
"requests.hooks.dispatch_hook","False","254","0","4","219","0.86","33","0.13","2","0.01"
"requests.hooks.default_hooks","False","1086","0","1","1086","1.0","-1","-1","-1","-1"
"requests.api.post","False","31","4","1","31","1.0","-1","-1","-1","-1"
"requests.api.request","False","180","63","1","180","1.0","-1","-1","-1","-1"
"requests.sessions.Session.__init__","False","269","0","1","269","1.0","-1","-1","-1","-1"
"requests.utils.default_headers","False","269","0","1","269","1.0","-1","-1","-1","-1"
"requests.utils.default_user_agent","False","269","0","1","269","1.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__init__","False","2218","0","2","1585","0.71","633","0.29","-1","-1"
"requests.structures.CaseInsensitiveDict.__setitem__","False","8475","0","1","8475","1.0","-1","-1","-1","-1"
"requests.cookies.cookiejar_from_dict","False","892","0","5","792","0.89","88","0.1","12","0.01"
"requests.adapters.HTTPAdapter.__init__","False","555","0","2","554","1.0","1","0.0","-1","-1"
"requests.adapters.BaseAdapter.__init__","False","555","0","1","555","1.0","-1","-1","-1","-1"
"requests.sessions.Session.mount","False","552","0","2","540","0.98","12","0.02","-1","-1"
"requests.sessions.Session.__enter__","False","180","0","1","180","1.0","-1","-1","-1","-1"
"requests.sessions.Session.request","False","217","67","3","150","0.69","40","0.18","27","0.12"
"requests.models.Request.__init__","False","315","0","2","311","0.99","4","0.01","-1","-1"
"requests.sessions.Session.prepare_request","False","229","27","4","164","0.72","37","0.16","28","0.12"
"requests.cookies.merge_cookies","False","597","1","3","594","0.99","2","0.0","1","0.0"
"requests.cookies.RequestsCookieJar.update","False","765","0","2","748","0.98","17","0.02","-1","-1"
"requests.utils.get_netrc_auth","False","327","0","1","327","1.0","-1","-1","-1","-1"
"requests.models.PreparedRequest.__init__","False","497","0","1","497","1.0","-1","-1","-1","-1"
"requests.sessions.merge_setting","False","1480","0","5","655","0.44","418","0.28","407","0.28"
"requests.utils.to_key_val_list","False","1658","1","4","1649","0.99","7","0.0","2","0.0"
"requests.structures.CaseInsensitiveDict.__len__","False","462","0","1","462","1.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__iter__","False","1608","0","1","1608","1.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__getitem__","False","7197","2361","1","7197","1.0","-1","-1","-1","-1"
"requests.sessions.merge_hooks","False","229","0","3","227","0.99","1","0.0","1","0.0"
"requests.models.PreparedRequest.prepare","False","324","32","4","292","0.9","18","0.06","14","0.04"
"requests.models.PreparedRequest.prepare_method","False","324","0","2","323","1.0","1","0.0","-1","-1"
"requests._internal_utils.to_native_string","False","1550","0","2","1371","0.88","179","0.12","-1","-1"
"requests.models.PreparedRequest.prepare_url","False","324","10","21","222","0.69","33","0.1","69","0.21"
"requests._internal_utils.unicode_is_ascii","False","312","2","2","310","0.99","2","0.01","-1","-1"
"requests.utils.requote_uri","False","444","1","2","443","1.0","1","0.0","-1","-1"
"requests.utils.unquote_unreserved","False","446","1","6","421","0.94","20","0.04","5","0.01"
"requests.models.PreparedRequest.prepare_headers","False","314","18","2","226","0.72","88","0.28","-1","-1"
"requests.utils.check_header_validity","False","926","18","3","915","0.99","8","0.01","3","0.0"
"requests.utils._validate_header_part","False","1838","15","2","1823","0.99","15","0.01","-1","-1"
"requests.models.PreparedRequest.prepare_cookies","False","462","0","4","333","0.72","88","0.19","41","0.09"
"requests.cookies.get_cookie_header","False","462","0","1","462","1.0","-1","-1","-1","-1"
"requests.cookies.MockRequest.__init__","False","1266","0","1","1266","1.0","-1","-1","-1","-1"
"requests.cookies.MockRequest.get_new_headers","False","462","0","1","462","1.0","-1","-1","-1","-1"
"requests.models.PreparedRequest.prepare_body","False","296","5","11","239","0.81","17","0.06","40","0.14"
"requests.utils.super_len","False","74","21","11","40","0.54","15","0.2","19","0.26"
"requests.models.PreparedRequest.prepare_auth","False","292","0","4","245","0.84","31","0.11","16","0.05"
"requests.utils.get_auth_from_url","False","273","264","2","264","0.97","9","0.03","-1","-1"
"requests.models.PreparedRequest.prepare_hooks","False","292","0","2","286","0.98","6","0.02","-1","-1"
"requests.models.RequestHooksMixin.register_hook","False","350","0","2","288","0.82","62","0.18","-1","-1"
"requests.sessions.Session.merge_environment_settings","False","198","0","5","180","0.91","10","0.05","8","0.04"
"requests.utils.get_environ_proxies","False","390","0","2","371","0.95","19","0.05","-1","-1"
"requests.utils.should_bypass_proxies","False","577","0","17","515","0.89","8","0.01","54","0.09"
"requests.utils.should_bypass_proxies.<locals>.get_proxy","False","553","0","1","553","1.0","-1","-1","-1","-1"
"requests.utils.set_environ","False","550","1","4","534","0.97","10","0.02","6","0.01"
"requests.sessions.Session.send","False","294","79","18","87","0.3","51","0.17","156","0.53"
"requests.sessions.Session.get_adapter","False","298","3","2","295","0.99","3","0.01","-1","-1"
"requests.adapters.HTTPAdapter.send","False","316","37","18","275","0.87","11","0.03","30","0.09"
"requests.adapters.HTTPAdapter.get_connection","False","316","5","4","297","0.94","14","0.04","5","0.02"
"requests.utils.select_proxy","False","639","0","3","593","0.93","41","0.06","5","0.01"
"requests.adapters.HTTPAdapter.cert_verify","False","311","3","7","297","0.95","5","0.02","9","0.03"
"requests.adapters.HTTPAdapter.request_url","False","308","0","3","294","0.95","8","0.03","6","0.02"
"requests.adapters.HTTPAdapter.add_headers","False","308","0","1","308","1.0","-1","-1","-1","-1"
"requests.adapters.HTTPAdapter.build_response","False","279","0","1","279","1.0","-1","-1","-1","-1"
"requests.models.Response.__init__","False","298","0","1","298","1.0","-1","-1","-1","-1"
"requests.utils.get_encoding_from_headers","False","282","0","5","124","0.44","119","0.42","39","0.14"
"requests.cookies.extract_cookies_to_jar","False","809","0","2","804","0.99","5","0.01","-1","-1"
"requests.cookies.MockResponse.__init__","False","804","0","1","804","1.0","-1","-1","-1","-1"
"requests.cookies.MockResponse.info","False","1608","0","1","1608","1.0","-1","-1","-1","-1"
"requests.sessions.SessionRedirectMixin.resolve_redirects","True","257","61","14","168","0.65","51","0.2","38","0.15"
"requests.sessions.SessionRedirectMixin.get_redirect_target","False","337","0","2","199","0.59","138","0.41","-1","-1"
"requests.sessions.Session.__exit__","False","180","0","1","180","1.0","-1","-1","-1","-1"
"requests.sessions.Session.close","False","181","0","1","181","1.0","-1","-1","-1","-1"
"requests.adapters.HTTPAdapter.close","False","362","0","2","352","0.97","10","0.03","-1","-1"
"requests.api.get","False","141","59","1","141","1.0","-1","-1","-1","-1"
"requests.models.PreparedRequest.prepare_content_length","False","326","0","5","268","0.82","41","0.13","17","0.05"
"requests.structures.CaseInsensitiveDict.copy","False","778","0","1","778","1.0","-1","-1","-1","-1"
"requests.models.Response.iter_content","False","287","1","3","284","0.99","2","0.01","1","0.0"
"requests.utils.iter_slices","True","292","284","4","284","0.97","3","0.01","5","0.02"
"requests.exceptions.RequestException.__init__","False","88","0","2","79","0.9","9","0.1","-1","-1"
"requests.auth.HTTPDigestAuth.__init__","False","24","0","1","24","1.0","-1","-1","-1","-1"
"requests.auth.HTTPDigestAuth.__call__","False","30","30","2","24","0.8","6","0.2","-1","-1"
"requests.auth.HTTPDigestAuth.init_per_thread_state","False","30","0","2","24","0.8","6","0.2","-1","-1"
"requests.auth.HTTPDigestAuth.handle_401","False","31","0","2","27","0.87","4","0.13","-1","-1"
"requests.utils.parse_dict_header","False","29","0","2","28","0.97","1","0.03","-1","-1"
"requests.utils.unquote_header_value","False","113","0","3","109","0.96","3","0.03","1","0.01"
"requests.models.Response.close","False","169","0","3","165","0.98","3","0.02","1","0.01"
"requests.models.PreparedRequest.copy","False","172","0","1","172","1.0","-1","-1","-1","-1"
"requests.cookies._copy_cookie_jar","False","172","0","3","170","0.99","1","0.01","1","0.01"
"requests.cookies.RequestsCookieJar.copy","False","171","0","1","171","1.0","-1","-1","-1","-1"
"requests.cookies.RequestsCookieJar.get_policy","False","172","0","1","172","1.0","-1","-1","-1","-1"
