"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"argparse.ArgumentParser.format_help","False","189","2","1","189","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter.add_text","False","801","0","2","718","0.9","83","0.1","-1","-1"
"argparse.HelpFormatter.start_section","False","421","0","1","421","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._indent","False","862","0","1","862","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter.add_arguments","False","421","0","2","346","0.82","75","0.18","-1","-1"
"argparse.HelpFormatter.add_argument","False","812","0","3","779","0.96","28","0.03","5","0.01"
"argparse.HelpFormatter._format_action_invocation","False","1608","0","3","666","0.41","476","0.3","466","0.29"
"argparse.HelpFormatter._iter_indented_subactions","True","1587","1563","2","1563","0.98","24","0.02","-1","-1"
"argparse.HelpFormatter.end_section","False","421","0","1","421","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._dedent","False","862","0","1","862","1.0","-1","-1","-1","-1"
"argparse._SubParsersAction._get_subactions","False","24","0","1","24","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._format_text","False","83","0","2","81","0.98","2","0.02","-1","-1"
"argparse.HelpFormatter._fill_text","False","71","0","1","71","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._format_action","False","803","0","9","540","0.67","209","0.26","54","0.07"
"argparse.HelpFormatter._expand_help","False","589","0","5","346","0.59","216","0.37","27","0.05"
"argparse.HelpFormatter._get_help_string","False","565","0","1","565","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._split_lines","False","576","0","1","576","1.0","-1","-1","-1","-1"
"argparse._SubParsersAction.__call__","False","26","6","5","13","0.5","6","0.23","7","0.27"
"argparse.ArgumentError.__init__","False","667","0","1","667","1.0","-1","-1","-1","-1"
"argparse._get_action_name","False","1543","0","5","854","0.55","684","0.44","5","0.0"
"argparse.ArgumentError.__str__","False","662","0","2","661","1.0","1","0.0","-1","-1"
"argparse._StoreFalseAction.__init__","False","50","0","1","50","1.0","-1","-1","-1","-1"
"argparse._StoreConstAction.__call__","False","620","0","1","620","1.0","-1","-1","-1","-1"
"argparse.HelpFormatter._get_default_metavar_for_optional","False","2751","0","1","2751","1.0","-1","-1","-1","-1"
"argparse._HelpAction.__call__","False","17","17","2","15","0.88","2","0.12","-1","-1"
"argparse.ArgumentParser.print_help","False","91","2","2","54","0.59","37","0.41","-1","-1"
"argparse.ArgumentParser._read_args_from_files","False","126","18","5","60","0.48","42","0.33","24","0.19"
"argparse.ArgumentParser.convert_arg_line_to_args","False","66","0","1","66","1.0","-1","-1","-1","-1"
"argparse.BooleanOptionalAction.__init__","False","54","0","2","42","0.78","12","0.22","-1","-1"
"argparse.BooleanOptionalAction.__call__","False","54","0","1","54","1.0","-1","-1","-1","-1"
"argparse.BooleanOptionalAction.format_usage","False","78","0","1","78","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer._get_handler","False","6659","0","1","6659","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer._handle_conflict_error","False","4","4","1","4","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer._handle_conflict_resolve","False","2","0","1","2","1.0","-1","-1","-1","-1"
"argparse._ArgumentGroup._remove_action","False","2","0","1","2","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer._remove_action","False","2","0","1","2","1.0","-1","-1","-1","-1"
"argparse._CountAction.__init__","False","36","0","1","36","1.0","-1","-1","-1","-1"
"argparse._CountAction.__call__","False","114","0","2","72","0.63","42","0.37","-1","-1"
"argparse.FileType.__call__","False","281","90","4","167","0.59","48","0.17","66","0.23"
"argparse.FileType.__repr__","False","47","0","1","47","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer.get_default","False","8","0","2","5","0.62","3","0.38","-1","-1"
"argparse._ActionsContainer.set_defaults","False","13","0","3","9","0.69","3","0.23","1","0.08"
"argparse.HelpFormatter._format_usage.<locals>.get_lines","False","239","0","5","67","0.28","54","0.23","118","0.49"
"argparse.ArgumentDefaultsHelpFormatter._get_help_string","False","24","0","4","12","0.5","6","0.25","6","0.25"
"argparse._VersionAction.__init__","False","66","0","1","66","1.0","-1","-1","-1","-1"
"argparse.MetavarTypeHelpFormatter._get_default_metavar_for_positional","False","12","0","1","12","1.0","-1","-1","-1","-1"
"argparse.MetavarTypeHelpFormatter._get_default_metavar_for_optional","False","24","0","1","24","1.0","-1","-1","-1","-1"
"argparse.RawDescriptionHelpFormatter._fill_text","False","12","0","1","12","1.0","-1","-1","-1","-1"
"argparse.RawTextHelpFormatter._split_lines","False","12","0","1","12","1.0","-1","-1","-1","-1"
"argparse.ArgumentParser.parse_intermixed_args","False","6","4","2","4","0.67","2","0.33","-1","-1"
"argparse.ArgumentParser.parse_known_intermixed_args","False","7","4","6","2","0.29","1","0.14","4","0.57"
"argparse.ArgumentParser._get_optional_actions","False","3","0","1","3","1.0","-1","-1","-1","-1"
"argparse._ActionsContainer.add_mutually_exclusive_group","False","221","2","2","219","0.99","2","0.01","-1","-1"
"argparse._MutuallyExclusiveGroup.__init__","False","219","0","1","219","1.0","-1","-1","-1","-1"
"argparse._MutuallyExclusiveGroup._add_action","False","561","11","3","550","0.98","10","0.02","1","0.0"
"argparse._AttributeHolder.__repr__","False","28","0","3","24","0.86","2","0.07","2","0.07"
"argparse._AttributeHolder._get_args","False","28","0","1","28","1.0","-1","-1","-1","-1"
"argparse.Action._get_kwargs","False","18","0","1","18","1.0","-1","-1","-1","-1"
"argparse.Namespace.__contains__","False","7","0","1","7","1.0","-1","-1","-1","-1"
"argparse._AppendAction.__call__","False","108","0","1","108","1.0","-1","-1","-1","-1"
"argparse._AppendConstAction.__init__","False","24","0","1","24","1.0","-1","-1","-1","-1"
"argparse._AppendConstAction.__call__","False","48","0","1","48","1.0","-1","-1","-1","-1"
"argparse._VersionAction.__call__","False","2","2","1","2","1.0","-1","-1","-1","-1"
"argparse._AttributeHolder._get_kwargs","False","8","0","1","8","1.0","-1","-1","-1","-1"
"argparse.ArgumentParser._get_kwargs","False","2","0","1","2","1.0","-1","-1","-1","-1"
