"pos","call_count","call_ratio","run_count","not_run_count"
"1","47","0.35","18","25"
"2","20","0.15","15","28"
"3","10","0.07","23","20"
"4","9","0.07","18","25"
"5","6","0.04","27","16"
"6","6","0.04","23","20"
"7","4","0.03","21","22"
"8","4","0.03","19","24"
"9","3","0.02","24","19"
"10","3","0.02","26","17"
"11","2","0.01","24","19"
"12","2","0.01","20","23"
"13","2","0.01","23","20"
"14","2","0.01","20","23"
"15","2","0.01","21","22"
"16","2","0.01","24","19"
"17","2","0.01","25","18"
"18","2","0.01","26","17"
"19","2","0.01","13","30"
"20","2","0.01","27","16"
"21","1","0.01","16","27"
"22","1","0.01","21","22"
"23","1","0.01","27","16"
