"pos","call_count","call_ratio","run_count","not_run_count"
"1","2974","0.8","2","28"
"2","468","0.13","5","25"
"3","109","0.03","19","11"
"4","58","0.02","14","16"
"5","52","0.01","12","18"
"6","18","0.0","21","9"
"7","12","0.0","20","10"
"8","12","0.0","10","20"
"9","8","0.0","13","17"
"10","4","0.0","12","18"
"11","3","0.0","20","10"
"12","3","0.0","9","21"
"13","2","0.0","11","19"
"14","2","0.0","15","15"
"15","2","0.0","22","8"
"16","2","0.0","10","20"
"17","1","0.0","17","13"
"18","1","0.0","19","11"
"19","1","0.0","19","11"
"20","1","0.0","14","16"
"21","1","0.0","9","21"
