"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"pylint.__pkginfo__.get_numversion_from_version","False","12","9","5","6","0.5","3","0.25","3","0.25"
"pylint.constants._get_pylint_home","False","2","0","2","1","0.5","1","0.5","-1","-1"
"pylint.constants._warn_about_old_home","False","2","0","2","1","0.5","1","0.5","-1","-1"
"pylint.config.find_default_config_files.find_pylintrc","False","16","0","2","8","0.5","8","0.5","-1","-1"
"pylint.config.find_default_config_files.find_default_config_files","True","55","34","4","29","0.53","21","0.38","5","0.09"
"pylint.config.find_default_config_files._yield_default_files","True","55","30","3","29","0.53","25","0.45","1","0.02"
"pylint.checkers.utils.only_required_for_messages","False","188","0","1","188","1.0","-1","-1","-1","-1"
"pylint.config._pylint_config.utils.should_retry_after_invalid_input","False","2","0","1","2","1.0","-1","-1","-1","-1"
"pylint.testutils.global_test_linter.create_test_linter","False","1","0","1","1","1.0","-1","-1","-1","-1"
"pylint.testutils.reporter_for_tests.GenericTestReporter.__init__","False","124","0","1","124","1.0","-1","-1","-1","-1"
"pylint.testutils.reporter_for_tests.GenericTestReporter.reset","False","168","0","1","168","1.0","-1","-1","-1","-1"
"pylint.lint.pylinter.PyLinter.__init__","False","101643","0","8","47845","0.47","47815","0.47","5983","0.06"
"pylint.config.arguments_manager._ArgumentsManager.reset_parsers","False","1519","0","1","1519","1.0","-1","-1","-1","-1"
"pylint.config.option_parser.OptionParser.__init__","False","1519","0","1","1519","1.0","-1","-1","-1","-1"
"pylint.config.option.Option.__init__","False","1520","0","1","1520","1.0","-1","-1","-1","-1"
"pylint.config.option.Option._check_choice","False","1520","0","1","1520","1.0","-1","-1","-1","-1"
"pylint.reporters.text.TextReporter.__init__","False","1461","0","1","1461","1.0","-1","-1","-1","-1"
"pylint.reporters.base_reporter.BaseReporter.__init__","False","2301","0","2","2300","1.0","1","0.0","-1","-1"
"pylint.lint.pylinter.PyLinter.set_reporter","False","2414","0","1","2414","1.0","-1","-1","-1","-1"
"pylint.utils.linterstats.LinterStats.__init__","False","2721","0","2","2719","1.0","2","0.0","-1","-1"
"pylint.lint.base_options._make_linter_options","False","1488","0","1","1488","1.0","-1","-1","-1","-1"
"pylint.config.arguments_manager._ArgumentsManager._register_options_provider","False","47845","0","3","27871","0.58","16159","0.34","3815","0.08"
"pylint.config.utils._convert_option_to_argument","False","169985","1","13","149359","0.88","4982","0.03","15644","0.09"
"pylint.config.argument._StoreOldNamesArgument.__init__","False","3096","0","1","3096","1.0","-1","-1","-1","-1"
"pylint.config.argument._DeprecationArgument.__init__","False","4267","0","1","4267","1.0","-1","-1","-1","-1"
"pylint.config.argument._Argument.__init__","False","169985","0","2","168497","0.99","1488","0.01","-1","-1"
"pylint.config.arguments_manager._ArgumentsManager._add_arguments_to_parser","False","169985","22058","3","147927","0.87","19390","0.11","2668","0.02"
"pylint.config.deprecation_actions._OldNamesAction.__init__","False","3096","0","1","3096","1.0","-1","-1","-1","-1"
"pylint.config.argument._StoreArgument.__init__","False","153974","0","1","153974","1.0","-1","-1","-1","-1"
"pylint.config.argument._BaseStoreArgument.__init__","False","157110","0","1","157110","1.0","-1","-1","-1","-1"
"pylint.config.argument._CallableArgument.__init__","False","8608","0","1","8608","1.0","-1","-1","-1","-1"
"pylint.config.callback_actions._AccessLinterObjectAction.__init__","False","4464","0","1","4464","1.0","-1","-1","-1","-1"
"pylint.config.argument._StoreTrueArgument.__init__","False","3136","0","1","3136","1.0","-1","-1","-1","-1"
"pylint.config.arguments_manager._ArgumentsManager._load_default_argument_values","False","47845","0","1","47845","1.0","-1","-1","-1","-1"
"pylint.utils.utils._unquote","False","270020","0","3","142915","0.53","127074","0.47","31","0.0"
"pylint.config.argument._csv_transformer","False","4624","0","1","4624","1.0","-1","-1","-1","-1"
"pylint.utils.utils._check_csv","False","5540","0","1","5540","1.0","-1","-1","-1","-1"
"pylint.utils.utils._splitstrip","False","5669","0","1","5669","1.0","-1","-1","-1","-1"
"pylint.message.message_definition_store.MessageDefinitionStore.__init__","False","1511","0","1","1511","1.0","-1","-1","-1","-1"
"pylint.message.message_id_store.MessageIdStore.__init__","False","1518","0","1","1518","1.0","-1","-1","-1","-1"
"pylint.utils.file_state.FileState.__init__","False","2817","0","5","1490","0.53","1324","0.47","3","0.0"
"pylint.lint.pylinter.PyLinter.register_checker","False","47508","1","6","41441","0.87","4901","0.1","1166","0.02"
"pylint.reporters.reports_handler_mix_in.ReportsHandlerMixIn.register_report","False","10151","0","1","10151","1.0","-1","-1","-1","-1"
"pylint.checkers.base_checker.BaseChecker.__hash__","False","16208","0","1","16208","1.0","-1","-1","-1","-1"
"pylint.message.message_definition_store.MessageDefinitionStore.register_messages_from_checker","False","47529","10","3","46389","0.98","1138","0.02","2","0.0"
"pylint.checkers.base_checker.BaseChecker.check_consistency","False","47529","2","4","44115","0.93","2274","0.05","1140","0.02"
