"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"collections.namedtuple","False","55","11","16","18","0.33","9","0.16","28","0.51"
"collections.abc.Mapping.get","False","2","2","1","2","1.0","-1","-1","-1","-1"
"collections.abc.Mapping.__contains__","False","273","1","2","272","1.0","1","0.0","-1","-1"
"collections.TestNT.__getnewargs__","False","13","0","1","13","1.0","-1","-1","-1","-1"
"collections.Point.__repr__","False","13","0","1","13","1.0","-1","-1","-1","-1"
"collections.Point._replace","False","8","1","2","7","0.88","1","0.12","-1","-1"
"collections.Point._asdict","False","8","0","1","8","1.0","-1","-1","-1","-1"
"collections.Counter.__init__","False","33121","1","1","33121","1.0","-1","-1","-1","-1"
"collections.Counter.most_common","False","55","1","2","46","0.84","9","0.16","-1","-1"
"collections.Counter.elements","False","8802","0","1","8802","1.0","-1","-1","-1","-1"
"collections.Counter.__missing__","False","73193","0","1","73193","1.0","-1","-1","-1","-1"
"collections.Counter.__delitem__","False","20964","0","2","20963","1.0","1","0.0","-1","-1"
"collections.Counter.update","False","41166","2","8","24722","0.6","8308","0.2","8136","0.2"
"collections.Counter.__repr__","False","46","1","3","42","0.91","3","0.07","1","0.02"
"collections.Counter.__add__","False","6100","0","9","3203","0.53","2624","0.43","273","0.04"
"collections.Counter.__and__","False","6199","0","3","3815","0.62","2320","0.37","64","0.01"
"collections.Counter.__iadd__","False","1003","0","1","1003","1.0","-1","-1","-1","-1"
"collections.Counter._keep_positive","False","4012","0","2","4006","1.0","6","0.0","-1","-1"
"collections.Counter.__iand__","False","1003","0","1","1003","1.0","-1","-1","-1","-1"
"collections.Counter.__ior__","False","1003","0","1","1003","1.0","-1","-1","-1","-1"
"collections.Counter.__isub__","False","1003","0","1","1003","1.0","-1","-1","-1","-1"
"collections.Counter.__or__","False","6199","0","9","3203","0.52","2724","0.44","272","0.04"
"collections.Counter.__sub__","False","6199","0","7","2398","0.39","2000","0.32","1801","0.29"
"collections.Counter.subtract","False","14","1","4","7","0.5","3","0.21","4","0.29"
"collections.abc._check_methods","False","278","0","5","132","0.47","104","0.37","42","0.15"
"collections.abc.AsyncIterator.__aiter__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.AsyncGenerator.__anext__","False","1","1","1","1","1.0","-1","-1","-1","-1"
"collections.abc.AsyncGenerator.aclose","False","3","3","3","1","0.33","1","0.33","1","0.33"
"collections.abc.AsyncGenerator.athrow","False","2","2","1","2","1.0","-1","-1","-1","-1"
"collections.abc.Iterator.__iter__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.Generator.__next__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.Generator.close","False","3","3","3","1","0.33","1","0.33","1","0.33"
"collections.abc.Generator.throw","False","4","4","2","3","0.75","1","0.25","-1","-1"
"collections.abc.Hashable.__hash__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.Mapping.__eq__","False","13","0","2","12","0.92","1","0.08","-1","-1"
"collections.UserDict.__init__","False","6","0","2","5","0.83","1","0.17","-1","-1"
"collections.UserDict.__setitem__","False","8","0","1","8","1.0","-1","-1","-1","-1"
"collections.abc.Mapping.keys","False","12","0","1","12","1.0","-1","-1","-1","-1"
"collections.abc.MappingView.__init__","False","46","0","1","46","1.0","-1","-1","-1","-1"
"collections.abc.Mapping.items","False","32","0","1","32","1.0","-1","-1","-1","-1"
"collections.abc.Set.__or__","False","13","0","2","12","0.92","1","0.08","-1","-1"
"collections.abc.KeysView.__iter__","True","10","0","1","10","1.0","-1","-1","-1","-1"
"collections.UserDict.__iter__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"collections.abc.ItemsView.__iter__","True","31","0","1","31","1.0","-1","-1","-1","-1"
"collections.UserDict.__getitem__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.MutableSequence.append","False","24","0","1","24","1.0","-1","-1","-1","-1"
"collections.abc.MutableSequence.extend","False","5","0","2","4","0.8","1","0.2","-1","-1"
"collections.abc.MutableSequence.reverse","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.MutableSequence.pop","False","9","2","2","7","0.78","2","0.22","-1","-1"
"collections.abc.MutableSequence.remove","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.Sequence.index","False","3687","2746","19","1260","0.34","484","0.13","1943","0.53"
"collections.abc.MutableSequence.__iadd__","False","1","0","1","1","1.0","-1","-1","-1","-1"
"collections.abc.MutableSequence.clear","False","2","2","1","2","1.0","-1","-1","-1","-1"
"collections.abc.Sequence.__iter__","True","9","9","3","6","0.67","2","0.22","1","0.11"
"collections.abc.Set.__lt__","False","8","0","2","4","0.5","4","0.5","-1","-1"
"collections.abc.Set.__gt__","False","15","0","2","11","0.73","4","0.27","-1","-1"
"collections.abc.Set.__le__","False","31","0","5","20","0.65","4","0.13","7","0.23"
"collections.abc.Set.__ge__","False","18","0","5","8","0.44","4","0.22","6","0.33"
"collections.abc.Set.__eq__","False","33","0","2","26","0.79","7","0.21","-1","-1"
"collections.abc.Set.__and__","False","7","0","2","6","0.86","1","0.14","-1","-1"
"collections.abc.Set.__xor__","False","6","0","3","4","0.67","1","0.17","1","0.17"
"collections.abc.Set.__sub__","False","17","0","3","14","0.82","2","0.12","1","0.06"
"collections.abc.Set.__rsub__","False","5","0","1","5","1.0","-1","-1","-1","-1"
"collections.abc.MutableSet.__ixor__","False","2","0","2","1","0.5","1","0.5","-1","-1"
"collections.abc.Set._hash","False","2","0","1","2","1.0","-1","-1","-1","-1"
