"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"tarfile.TarFile.__init__","False","2442","1426","45","747","0.31","256","0.1","1439","0.59"
"tarfile.TarFile.close","False","991","0","4","665","0.67","303","0.31","23","0.02"
"tarfile.TarFile.__enter__","False","363","1","2","362","1.0","1","0.0","-1","-1"
"tarfile.TarFile._check","False","11283","1","2","11282","1.0","1","0.0","-1","-1"
"tarfile.TarInfo.__init__","False","10250","0","1","10250","1.0","-1","-1","-1","-1"
"tarfile.TarFile.addfile","False","339","17","4","142","0.42","108","0.32","89","0.26"
"tarfile.TarInfo.tobuf","False","372","23","3","309","0.83","44","0.12","19","0.05"
"tarfile.TarInfo.get_info","False","686","0","2","631","0.92","55","0.08","-1","-1"
"tarfile.TarInfo.create_pax_header","False","311","59","9","132","0.42","106","0.34","73","0.23"
"tarfile.stn","False","4083","2","2","4081","1.0","2","0.0","-1","-1"
"tarfile.itn","False","2935","6","4","2922","1.0","6","0.0","7","0.0"
"tarfile.calc_chksums","False","10425","0","1","10425","1.0","-1","-1","-1","-1"
"tarfile.TarFile.__exit__","False","362","0","3","359","0.99","2","0.01","1","0.0"
"tarfile.TarFile.next","False","9148","1733","15","4080","0.45","2904","0.32","2164","0.24"
"tarfile.nti","False","87158","32","5","86793","1.0","330","0.0","35","0.0"
"tarfile.nts","False","136552","11","2","123826","0.91","12726","0.09","-1","-1"
"tarfile.TarInfo.isdir","False","18326","0","1","18326","1.0","-1","-1","-1","-1"
"tarfile.TarInfo._proc_member","False","9842","10","4","6840","0.69","2332","0.24","670","0.07"
"tarfile.TarInfo._proc_builtin","False","6840","0","3","4659","0.68","1657","0.24","524","0.08"
"tarfile.TarInfo.isreg","False","7991","0","1","7991","1.0","-1","-1","-1","-1"
"tarfile.TarInfo._block","False","7825","0","2","6440","0.82","1385","0.18","-1","-1"
"tarfile.TarInfo._apply_pax_info","False","8670","0","8","5691","0.66","1152","0.13","1827","0.21"
"tarfile.TarFile.getnames","False","80","0","1","80","1.0","-1","-1","-1","-1"
"tarfile.TarFile.getmembers","False","332","0","2","216","0.65","116","0.35","-1","-1"
"tarfile.TarFile._load","False","216","0","1","216","1.0","-1","-1","-1","-1"
"tarfile.TarFile.getmember","False","171","0","1","171","1.0","-1","-1","-1","-1"
"tarfile.TarFile._getmember","False","191","0","3","171","0.9","12","0.06","8","0.04"
"tarfile.TarInfo._proc_gnulong","False","506","1","4","334","0.66","170","0.34","2","0.0"
"tarfile.TarInfo._proc_sparse","False","164","0","1","164","1.0","-1","-1","-1","-1"
"tarfile.TarInfo._proc_pax","False","2332","9","13","699","0.3","328","0.14","1305","0.56"
"tarfile.TarInfo._decode_pax_field","False","25092","194","2","24898","0.99","194","0.01","-1","-1"
"tarfile.TarInfo._proc_gnusparse_00","False","164","0","1","164","1.0","-1","-1","-1","-1"
"tarfile.TarInfo._proc_gnusparse_01","False","164","0","1","164","1.0","-1","-1","-1","-1"
"tarfile.TarInfo._proc_gnusparse_10","False","164","0","1","164","1.0","-1","-1","-1","-1"
"tarfile.TarFile.extractfile","False","531","28","5","411","0.77","48","0.09","72","0.14"
"tarfile.ExFileObject.__init__","False","435","0","1","435","1.0","-1","-1","-1","-1"
"tarfile._FileInFile.__init__","False","435","0","3","383","0.88","39","0.09","13","0.03"
"tarfile._FileInFile.readable","False","447","0","1","447","1.0","-1","-1","-1","-1"
"tarfile._FileInFile.tell","False","467","0","1","467","1.0","-1","-1","-1","-1"
"tarfile.copyfileobj","False","313","32","4","178","0.57","91","0.29","44","0.14"
"tarfile._FileInFile.readinto","False","529","0","1","529","1.0","-1","-1","-1","-1"
"tarfile._FileInFile.read","False","1049","36","9","250","0.24","200","0.19","599","0.57"
"tarfile._FileInFile.flush","False","243","0","1","243","1.0","-1","-1","-1","-1"
"tarfile._FileInFile.close","False","235","0","1","235","1.0","-1","-1","-1","-1"
"tarfile.TarFile.add","False","211","0","12","111","0.53","38","0.18","62","0.29"
