"full_name","is_generator","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top2_path_calls","top2_path_ratio","top3p_path_calls","top3p_path_ratio"
"logging.Formatter.__init__","False","327","38","4","286","0.87","37","0.11","4","0.01"
"logging.PercentStyle.__init__","False","326","0","1","326","1.0","-1","-1","-1","-1"
"logging.PercentStyle.validate","False","253","9","2","244","0.96","9","0.04","-1","-1"
"logging._StderrHandler.__init__","False","1331","0","3","918","0.69","412","0.31","1","0.0"
"logging._checkLevel","False","1722","6","4","1620","0.94","96","0.06","6","0.0"
"logging._addHandlerRef","False","412","0","1","412","1.0","-1","-1","-1","-1"
"logging._acquireLock","False","3843","0","1","3843","1.0","-1","-1","-1","-1"
"logging._releaseLock","False","3843","0","1","3843","1.0","-1","-1","-1","-1"
"logging.Handler.createLock","False","381","0","1","381","1.0","-1","-1","-1","-1"
"logging._register_at_fork_reinit_lock","False","381","0","1","381","1.0","-1","-1","-1","-1"
"logging.RootLogger.__init__","False","507","0","2","506","1.0","1","0.0","-1","-1"
"logging.Manager.__init__","False","3","0","1","3","1.0","-1","-1","-1","-1"
"logging.getLogger","False","1130","2","2","578","0.51","552","0.49","-1","-1"
"logging.Manager.getLogger","False","584","2","4","483","0.83","93","0.16","8","0.01"
"logging.Manager._fixupParents","False","489","0","5","383","0.78","58","0.12","48","0.1"
"logging.PlaceHolder.__init__","False","28","0","1","28","1.0","-1","-1","-1","-1"
"logging.critical","False","2","0","2","1","0.5","1","0.5","-1","-1"
"logging.StreamHandler.__init__","False","277","0","2","254","0.92","23","0.08","-1","-1"
"logging.Handler.setFormatter","False","230","0","1","230","1.0","-1","-1","-1","-1"
"logging.Logger.addHandler","False","350","0","1","350","1.0","-1","-1","-1","-1"
"logging.Logger.setLevel","False","516","2","2","514","1.0","2","0.0","-1","-1"
"logging.Manager._clear_cache","False","519","0","1","519","1.0","-1","-1","-1","-1"
"logging.Logger.critical","False","8","0","2","5","0.62","3","0.38","-1","-1"
"logging.Logger.isEnabledFor","False","619","287","4","329","0.53","282","0.46","8","0.01"
"logging.Logger.getEffectiveLevel","False","455","0","3","374","0.82","75","0.16","6","0.01"
"logging.Logger.removeHandler","False","360","0","2","320","0.89","40","0.11","-1","-1"
"logging.Handler.close","False","325","0","2","309","0.95","16","0.05","-1","-1"
"logging._removeHandlerRef","False","129","0","1","129","1.0","-1","-1","-1","-1"
"logging.debug","False","8","0","2","7","0.88","1","0.12","-1","-1"
"logging.Logger.debug","False","48","0","2","36","0.75","12","0.25","-1","-1"
"logging.FileHandler.__init__","False","53","0","3","40","0.75","11","0.21","2","0.04"
"logging.FileHandler._open","False","691","0","1","691","1.0","-1","-1","-1","-1"
"logging.Logger._log","False","557","1","3","547","0.98","8","0.01","2","0.0"
"logging.Logger.findCaller","False","558","0","5","516","0.92","36","0.06","6","0.01"
"logging.Logger.makeRecord","False","580","22","4","553","0.95","22","0.04","5","0.01"
"logging.LogRecord.__init__","False","4131","24","5","4104","0.99","24","0.01","3","0.0"
